row ID	1.mzML Peak area	100.mzML Peak area	101.mzML Peak area	102.mzML Peak area	103.mzML Peak area	104.mzML Peak area	105.mzML Peak area	106.mzML Peak area	15.mzML Peak area	16.mzML Peak area	17.mzML Peak area	18.mzML Peak area	19.mzML Peak area	2.mzML Peak area	20.mzML Peak area	21.mzML Peak area	22.mzML Peak area	3.mzML Peak area	4.mzML Peak area	5.mzML Peak area	6.mzML Peak area	7.mzML Peak area	8.mzML Peak area	80.mzML Peak area	81.mzML Peak area	82.mzML Peak area	83.mzML Peak area	84.mzML Peak area	85.mzML Peak area	86.mzML Peak area	87.mzML Peak area	88.mzML Peak area	89.mzML Peak area	96.mzML Peak area	97.mzML Peak area	98.mzML Peak area	99.mzML Peak area
3658	0	0	15748.01186	0	161999.081	24440.92392	0	0	0	0	0	50611.86528	47752.34656	1134729.557	0	0	0	382127.5213	228333.032	368625.6367	67972.05985	0	0	545070.9032	303055.4788	310976.5496	586930.6836	1532837.188	182953.2004	77353.1823	596470.3609	288170.2309	1192988.337	0	0	9282.038357	0
3659	0	5159.398574	12682.05047	17338.67902	218869.0344	33623.5222	35652.23277	34572.65846	0	0	0	0	0	629860.4553	0	0	0	2519.775223	2387281.76	532663.2766	2488.609174	12365.48018	0	80174.96641	4092.802783	31045.2528	48765.88502	0	126256.2291	190084.394	0	203797.8788	293812.4021	2017.187432	2649.501799	59905.89914	24439.49883
3660	273121.9688	563162.0047	270574.1511	9642.052889	150581.7582	145925.9587	194069.5276	219941.2299	192892.1571	129216.6129	332086.5223	425719.8143	375091.3261	661625.9375	128373.3746	67064.46773	23628.96188	2855281.396	474478.3664	676473.8387	479188.152	426105.2053	214462.1945	1026512.456	601003.889	340881.9158	737370.6612	1423707.718	256965.0445	231645.2402	1893197.31	318928.5585	1344237.796	132203.0015	120758.3399	192087.1206	210863.6622
3661	96686.9947	206709.7248	125803.0994	49698.06003	115314.5246	93850.70681	49548.08144	94805.45062	204544.1117	89334.53392	475181.1682	319077.2494	172907.4151	336728.7491	10626.84316	25804.92816	22984.66116	388575.541	84665.18452	199619.853	348038.0945	22880.33263	159571.7179	390458.2851	452361.5114	385995.0693	427660.1275	950498.5734	137302.359	248740.9472	722020.3343	175390.4087	502774.4075	200350.8431	209645.9454	206321.863	110628.8865
3662	184913.8342	0	3415.348442	5018.76664	7965.65809	10254.48878	4548.885471	4210.461151	297175.7235	70976.28857	153126.2908	197851.4601	29521.56127	49770.77435	63259.16246	116316.7541	157782.8444	89960.71225	581047.853	13935.94824	563064.5897	58418.57032	39886.37053	37505.65915	46400.87878	35141.42177	30508.58154	6020.994767	31396.9724	3824.851337	68219.9238	5734.744165	31721.48564	11079.78949	77072.14718	2987.869004	6373.021034
3663	274396.201	110588.857	59293.28613	9899.348697	30051.22761	28255.80818	28736.80898	12031.02806	53766.85544	125501.8292	719060.9609	630562.7025	38462.3912	88418.59544	230257.4201	21617.92806	24157.37512	298835.8119	88348.1362	208386.3238	92899.6973	4295.212381	19616.1729	28056.04081	89928.18812	125243.9449	108160.6838	36684.88105	28301.30449	8197.62349	26342.61383	7118.164405	57408.2174	65685.05668	155327.0034	61560.67645	99991.84937
3664	45792.12928	9837.522476	6756.336517	661.8279949	143762.3089	18016.61338	5174.47776	2883.457073	127027.8196	4259.997617	25963.90728	296764.3982	72974.1749	270395.9352	0	1345.779505	0	839595.2699	3823.822471	278091.4193	254475.5389	31837.58404	39443.60777	2921181.905	1496726.485	554848.7905	300683.4215	730540.5611	213992.5506	41135.00607	1173715.371	49299.0594	176618.3704	28109.45945	125080.2544	15216.99432	14192.9989
3665	23582.64092	13922.08292	56312.05579	1004.182135	24638.80232	52622.31966	5510.259786	21971.45868	3027.55252	79301.64771	73863.68963	537683.9099	108905.5323	199916.3184	2378.973007	493.9418261	2502.365114	35900.4749	64045.61619	99088.80567	1650737.019	20174.76942	52191.88049	539276.3105	102362.4617	92019.35666	57388.1871	313816.3819	13111.09998	46067.51887	194072.3609	197549.2126	552213.5954	4791.562165	3860.836443	10100.31057	26199.49478
3666	264184.4278	5160.053913	3058.827848	2749.921646	116584.9568	38076.02667	16252.24312	9181.020148	0	1818.035586	35211.90068	0	137734.6833	166381.2948	0	0	0	1404565.017	15129.98266	358944.504	487431.8438	3864.357783	0	1415594.519	1068438.326	323928.7457	193634.6604	343895.7652	54200.34109	70859.5423	256229.3243	148835.2321	236823.1506	2366.408255	84231.7215	18968.32424	2620.887862
3667	483564.3872	538627.7441	428463.8832	395097.4557	351760.3636	298790.1223	763313.7688	425305.3114	1139511.55	1227246.423	1645670.68	2566489.258	1235470.445	161684.3674	2099301.287	1666762.742	1660747.592	250231.3063	222093.258	478063.1308	322978.039	497715.0839	1566231.528	544054.0044	126282.3032	397153.2794	267215.1451	454967.9435	201249.6292	313211.4733	867684.9566	384366.6372	379930.4442	444886.4141	543720.1567	804793.62	363562.3077
3668	229987.2683	176916.9585	44798.00748	93437.27605	46803.65873	7485.566355	376378.766	6298.744274	12748.88257	450339.2137	241447.0674	303045.9491	727825.4928	42386.71926	222370.5269	75600.8966	92056.91288	2906781.677	51193.24494	78440.01393	837526.3118	1105126.378	668631.0304	858824.8554	754591.7601	207625.2212	3681.535767	73220.37303	21985.13872	111003.9627	868198.9448	9800.950476	4514.207989	81640.33261	114931.1257	54132.85226	113005.5983
3669	29335.45689	236407.2355	169050.7228	6086.786202	139741.0011	25027.94143	37342.7776	23832.43146	0	1298.296727	0	48178.56568	82941.05928	805345.4417	1240.509448	0	0	1633081.18	369147.7149	612084.2645	70017.52795	13080.59613	0	508273.5525	860375.3202	700469.4356	75624.09096	687536.9569	217055.683	73567.59541	903105.9279	61716.11674	10240.68664	40685.53078	18211.23965	20835.16725	102056.9386
3670	481256.9293	0	1813.083002	0	2166.879743	0	1958.711061	940.0287778	55524.10433	208562.2177	184031.4947	257238.8256	138805.8136	7278.637907	37145.9839	5208.651643	5770.1111	2196361.359	50171.55886	113280.3956	1188960.051	36874.80965	60085.14438	329416.1357	51567.14302	5761.012633	3637.321035	5959.045931	1719.254639	1300.890123	53834.47803	2143.819131	0	5203.89828	78911.64258	2016.567079	1858.78607
3671	11450.27846	14492.02814	819.0066103	1350.752617	65405.7521	4157.083584	9789.056942	626.6600122	44854.11461	12928.01929	16463.92581	219330.6367	160305.8462	93452.13441	1142.561864	0	1300.951008	665548.931	0	49560.02576	187753.4806	18410.45783	16355.60221	1508436.714	1144886.797	183338.5982	6930.101435	187688.5437	12531.71569	6864.260822	1038326.369	0	14058.06395	24956.36395	55501.66796	4157.060709	6641.421848
3672	364623.9656	85222.62292	55828.21734	84340.25465	228764.6846	182780.8043	123495.9346	59170.01367	285533.9837	377198.0443	1702091.676	839092.6181	356601.2953	170377.6667	116153.44	6971.970202	175951.6525	564296.1563	142891.3222	327728.3495	732528.8078	78169.16661	493959.3159	1614644.336	696829.4944	305535.1521	164778.5334	192534.0288	71269.01294	466941.6838	876845.4972	335601.0572	320098.8478	45266.50195	328229.1485	160931.2076	54169.20363
3673	1427310.298	44465.75886	0	0	4469.556315	0	2272.666568	0	1570799.23	6494.225493	105039.8911	609217.4975	466813.1073	129799.4307	12196.71343	0	0	9859549.655	6341.968145	50243.7415	782261.6356	55401.85968	102439.1045	9398582.25	2603987.231	884812.2448	64625.97191	394362.2453	64257.83422	0	2344087.701	0	21370.79213	0	485118.0433	0	0
3674	12646.96765	0	0	0	0	0	0	0	0	0	636753.4259	697999.618	13175.42987	0	0	0	0	212375.7083	0	0	753732.1694	1386.030061	9191.488925	559643.3507	249758.6172	177840.3769	0	31278.34922	0	0	173146.3782	0	0	12860.80843	10837.81525	0	1651.919755
3675	271058.2678	22812.3121	4035.591429	9015.603661	12921.03594	1844.380005	42352.96986	901.1513612	37633.67206	0	73859.00522	96564.44605	152395.6843	18107.82127	0	1211.260915	0	1131211.173	0	23475.22563	474644.5452	15884.15833	146689.0713	629453.3045	503969.6441	165504.1062	1675.939015	59389.34754	7610.91462	8313.32327	497407.6346	799.3410158	0	41108.67015	100291.1176	9405.971104	12409.23883
3676	9621.52189	10676.43262	3656.211342	6071.452876	5767.651148	7863.885059	25958.51023	12295.46749	6683.20415	1145.20469	2419.411828	6768.010318	2741.226839	49290.53987	3909.092062	10148.15839	5389.444455	56994.38216	57037.55568	27861.55811	11994.43264	52715.89848	11947.91915	70362.07274	41107.96657	93345.58808	73791.09749	84575.34059	8960.001897	56638.68328	29930.86391	25568.34802	96255.51041	9412.022863	4853.548503	6278.694624	4665.708718
3677	489447.2476	362354.5788	169137.4882	257319.8648	253067.913	129533.7578	594598.966	235832.2809	185287.4868	249792.1954	277081.7293	180580.857	229148.7701	1075462.786	423101.1996	425207.8561	326825.7218	955308.417	507747.8956	316154.4633	315190.0043	423975.3933	319289.748	575981.4163	521220.299	335911.9667	217048.2837	142510.5266	204750.1943	306470.8847	714787.9424	360301.0024	611170.6779	208989.0971	353559.3192	186124.7459	105479.4715
3678	89955.00504	97596.38919	54898.32808	22272.59525	13318.59639	29314.89372	43132.8	19471.83637	21752.3849	29403.82545	35246.78343	78316.33456	82071.19895	95122.28147	106424.9225	42314.62683	25236.34386	42924.45378	120132.693	42809.00026	35492.16405	173531.5846	44980.24199	106235.1208	48697.53421	76124.02472	43580.2945	85904.29759	73968.99179	77343.58139	113201.8269	20206.02313	40694.9029	30188.43295	69366.6274	16402.22408	32606.14408
3679	4617.530838	4134.19638	1849.78326	899.7162899	1547.758105	1552.741698	5657.558662	1793.986095	6449.301895	1856.659028	4121.302994	11058.76319	2718.267693	14585.93174	10641.42432	12182.02962	6919.790077	20997.63302	10287.5059	2892.579545	1293.955903	9267.002117	4256.271172	6238.82018	22768.3359	2748.437898	7639.533517	19044.5261	2097.647198	3256.347356	15165.79903	1515.634529	10604.05621	1010.937561	13477.15642	4210.035954	828.4585075
3680	78615.27926	86995.99727	47393.90495	41473.32773	10097.57363	9401.373854	21509.16848	14982.16478	18941.13609	34458.05156	42610.78233	40767.47296	29330.53848	860328.1974	41318.7539	29000.39802	18954.44067	405829.457	86340.77398	85728.27958	26462.21303	49338.91623	8587.946267	12643.43202	50409.56374	53835.96867	28785.55663	32196.23793	32174.08831	35904.76021	14968.88203	17658.5814	24570.54504	23114.92487	27803.502	46993.9316	39710.21867
3681	69900.37128	129101.2364	156534.6046	31376.73093	88324.86502	112622.2466	32617.17073	26172.58087	218650.4993	361762.169	132695.3692	229967.7492	114479.5954	8402.876204	467748.0604	75171.6635	253311.5116	63022.93354	21865.7658	47254.59826	13597.89963	110336.9492	136183.8196	233644.9967	24994.56052	96563.49452	79733.74419	6358.109415	37953.73266	40259.07492	66265.98838	101269.453	85702.28563	29603.68222	152823.2183	219719.9928	107337.7894
3682	0	136610.0948	8546.17004	14120.97297	5319.380837	10972.20438	41552.5363	12741.04495	29928.86158	3574.998578	565399.5515	830208.2465	83188.64442	0	432670.8945	40198.07839	79496.66111	0	0	0	0	6816.289201	52407.00097	239397.3489	391788.7679	25377.6433	10055.41844	29106.43005	4713.412309	66622.4525	88618.65141	26055.24788	26598.37234	9590.533358	269700.3994	33620.07189	829.7208671
3683	361905.6574	906155.3108	682789.0921	300932.309	224316.9206	224337.469	364427.1526	378248.3275	817052.4408	552246.1928	590506.9085	566225.8668	1033102.91	681829.9185	691596.1772	481327.171	365030.051	712967.0926	320653.7485	165234.9992	190508.259	469546.1894	652523.928	827688.8554	326129.0812	827232.6938	937073.3216	1362602.979	367191.9367	440723.6236	476329.9135	483915.0535	598888.908	674730.8867	780720.9719	790886.1383	768412.2076
3684	23735.86184	174692.4612	118203.6575	6553.825613	30888.76477	10062.12727	3848.034296	15166.95749	103448.071	32678.38549	22337.0946	43265.48481	17210.27983	14703.86611	37606.73576	25911.26867	11804.4457	87840.53064	138240.5607	40689.27974	8632.263478	30903.10569	17352.21053	49753.05629	20506.18414	6630.694009	6432.372642	6865.135535	22081.45477	13775.72292	13514.70607	23353.02707	15455.02657	77807.74639	22887.22381	83060.10304	74693.49228
3685	10952.14201	5379.046892	6894.768081	2466.792105	6160.956087	1469.46863	2998.281385	4766.212337	10059.20765	5945.768111	11863.19906	3758.86919	6904.554792	10228.25105	15541.60238	3785.188524	13650.49998	18703.16795	1918.683549	4383.572427	10366.39218	9000.75439	5041.210462	2955.812668	13094.92218	6931.038082	3491.254322	3883.435725	1752.260849	3528.030969	13996.67943	5730.969764	4822.245602	1693.408274	7812.52433	2446.225349	7321.440628
3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3687	1783.560102	0	0	0	4087.748565	1333.240634	721.5910329	4317.173233	3490.4096	0	1990.910331	3411.968628	0	9718.227532	0	760.7621724	837.4996027	0	5307.497312	0	1088.849884	1096.437143	0	2608.233424	0	0	5550.548834	0	4980.213431	6339.996997	0	4028.560266	18818.27872	0	1470.291757	0	3290.124007
3688	6088.754442	23764.88925	0	1454.33075	13148.93587	10654.27149	2324.440843	13343.37873	0	0	0	0	14024.87468	46759.47021	0	0	0	46963.14962	36270.04125	21034.04611	6557.494186	0	0	66639.62699	129662.9318	115793.4132	2760.644339	118266.3659	10817.69574	17232.4769	190191.445	13929.23469	64561.64533	33700.60803	20685.38717	23355.93475	9968.935371
3689	261941.8254	145927.3656	183795.7524	245913.2034	77612.79375	59501.08001	224291.6089	81335.04855	445860.7449	265142.7024	874312.4981	604497.1305	304361.9947	106667.5095	690015.9348	376298.6118	585735.9995	197260.1021	140130.8493	325872.7466	228481.5948	203557.1267	687856.4637	227274.479	203360.2118	47625.12768	118199.2104	58956.70058	67788.5585	256508.8243	127156.8643	178119.7393	221804.4285	204834.1854	371841.7662	205872.4162	80421.77456
3690	19067.79469	100258.1198	69936.69285	8419.7966	7706.009329	22698.69377	6312.196796	13852.70636	48204.35071	8759.223941	40377.76295	11707.50644	5368.713824	37892.82146	13136.84353	18416.65527	67745.36774	14590.06767	67653.22997	71496.53403	25407.48407	15633.81026	31945.86496	118502.2111	212320.1684	36157.72736	35026.11243	97930.40506	123565.1382	13808.48227	73398.50854	31861.9415	64850.03527	57252.71607	222289.0792	50111.50231	23612.14051
3691	11164.37252	0	0	0	0	436.9087871	620.0067799	0	0	2687.710915	0	0	0	1458.676423	0	713.8534854	0	4723.097926	2389.375511	619.1123515	2638.871021	3844.744497	0	6369.166101	5738.719088	0	2015.137745	4749.273203	0	899.5411648	11808.64619	370.6195975	2265.586635	0	0	0	0
3692	41818.84928	74321.30305	149004.609	41775.84823	32690.09109	64048.35327	8547.074308	58178.59578	80965.38802	3436.419075	191765.9134	49521.64129	56836.15908	2372.836865	62256.88897	101953.8349	56547.2058	42174.52116	0	23192.35563	128560.966	18971.10964	39563.88623	1882.66226	38873.51624	47304.64581	19240.9052	138688.2879	18894.0066	30773.14877	115114.4374	23131.19767	273342.7336	113204.3354	21619.75558	77587.52818	151331.2721
3693	75798.67423	131412.5489	341460.1287	37896.55558	94438.04654	84190.38477	18139.76021	92166.42122	73863.09323	3765.842183	238252.8406	68132.23005	41948.31558	14893.96674	45686.64141	85198.67425	81302.79062	45755.59148	11859.01713	41412.78348	172758.9815	16603.63022	33311.69772	14965.49776	48401.23652	34448.73894	38991.05238	338262.2383	77972.11954	34875.35693	154770.3704	19836.45892	366548.9348	167067.8609	54380.55322	169584.4921	189741.1627
3694	179949.1017	113817.7226	29863.0872	87631.67189	73209.25654	47385.32764	218097.0206	52388.93934	218852.679	80267.97119	629891.7198	439122.8845	271943.0097	380560.1391	407525.974	294738.2381	351306.7862	717449.0569	267504.7322	114256.9662	371475.6522	245921.622	349969.5603	271158.4472	377698.5278	264988.4359	244430.8288	477723.8605	95626.43619	507479.3875	862399.7773	77025.21791	192537.8443	74277.72671	373234.2623	54982.15503	59303.49969
3695	5687275.919	5598486.314	1373543.57	1834485.222	1749823.304	1050863.422	3305447.612	1798714.116	8011078.417	4058755.486	9401426.919	6170662.608	3654451.677	8225273.755	8594269.145	4575610.622	4385383.62	1.3e+07	7546392.332	4722895.61	4264518.679	3502910.388	4892966.537	6858517.006	11500000	7341517.704	7561785.186	17300000	2486330.456	4499160.196	13300000	1887854.864	1.1e+07	2707788.633	5398824.066	2366153.666	1315492.226
3696	110107.5519	12621.58439	0	23869.26004	2211.934518	8453.561425	3529.548366	12458.8965	224005.6079	69162.22757	57035.41165	16340.42153	77213.03163	5365.342499	27088.38475	233365.4318	155403.1155	207641.7424	6787.136942	18936.0309	95928.90358	63931.17101	248552.9819	35643.36801	0	0	36649.29287	115698.9645	9071.927386	19966.89381	4478.946788	9572.603495	66691.09762	6300.218858	62248.2793	0	1195.230906
3697	0	0	0	0	0	0	0	934.9581907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3698	5907.263973	17551.38685	12113.34759	5503.922495	2805.510225	1331.152851	3112.051747	4670.684171	22767.13755	7244.291797	20047.08697	8970.886857	3207.906744	7976.44871	4650.807338	3290.926887	28772.56077	12109.71589	12669.94476	1885.256183	1995.655609	9825.035854	20012.87369	26355.90357	25182.24225	6296.629607	13619.63575	36728.82988	18838.97284	2520.110259	27248.44248	8594.922755	6671.134042	20525.06573	3084.235381	10305.01659	33824.30177
3699	19313.6828	1381.123659	1595.788891	1048.246939	858.8375332	727.2040156	1972.656901	1582.277948	29047.85968	836.212893	8324.394939	8035.058794	2684.198045	7375.181063	5877.40399	4365.889225	22262.30417	18491.24163	1451.666261	2192.968433	1805.135191	1284.297223	5945.409258	5054.330515	27223.46885	1659.250183	2300.094929	2286.760417	0	4575.476123	9115.785138	4654.556922	3654.831631	1015.767775	8151.981772	1581.195573	719.6705231
3700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2162.879864	0	0	0	0	1885.710711	0	0	436.3441951	0	0	0
3701	757.9424336	0	0	573.0974292	712.0369384	2231.601462	569.7563604	723.37139	1833.047993	585.3282874	0	0	756.9089534	1310.878748	0	727.007618	604.8930587	2520.350466	0	3181.349	2622.186503	888.1640966	1079.844914	0	0	1087.950657	7231.869452	22021.66348	0	1373.535218	1904.434808	1056.700193	8757.29426	5091.132491	1883.784459	1019.01138	0
3702	0	3097.233652	0	0	1926.958667	855.2034589	589.3484552	3612.407712	0	506.3676383	1334.136559	0	0	34818.16431	0	1635.360294	918.1774165	34081.35685	5549.014979	11720.77575	1094.472017	788.2087728	0	5162.168943	978.5549158	1355.31394	3334.072946	2784.821561	3290.848619	1239.469879	1368.139806	1220.916853	51479.42538	6231.879636	2541.049797	1166.807842	3755.082497
3703	0	9932.033044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1284.415757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1920.456288
3704	176657.4345	191423.9099	103581.897	44283.13048	105101.5034	82813.86931	183323.6663	146952.4991	167516.8844	120277.379	248875.3261	361965.2688	237153.9649	210717.0221	442486.6705	337089.8817	189608.5044	258235.5997	198262.2945	233990.9885	636570.3213	1424742.475	403600.9917	241676.1793	286028.7013	233552.9436	96483.86495	198932.7939	78524.80415	203805.0555	138627.0763	93547.9984	86737.2297	65954.75352	196522.432	198814.7482	102286.481
3705	29226.70508	3194.740623	821.268844	0	24020.64118	824.2221993	11372.34627	1357.954134	3350.267137	10641.87513	3890.887368	0	186031.9763	318543.609	15257.57128	5937.181502	0	300327.5205	4617.97284	60898.51486	38772.48535	33655.03139	0	922096.8029	415361.2127	185467.1558	59111.41043	521730.9579	97157.27206	852.3819847	1025431.938	5475.112738	16947.11385	1734.830141	1816.049156	2012.398286	1017.562021
3706	254508.5073	9295.410388	24766.38949	6537.708024	16619.32144	16066.07842	192066.1191	45121.95589	110155.4667	220510.6071	199271.1485	634166.4861	658336.7413	241248.2969	21825.35313	86608.29775	97937.26366	605857.7278	95731.63261	135729.5206	1110009.176	365908.3174	310906.578	509298.9118	277142.4289	82526.68884	27156.93267	77171.66829	16813.48467	18660.65495	257906.7808	64377.24067	196996.6984	8108.88685	155849.5764	39606.23716	4773.026248
3707	479272.0587	2551.85615	0	1014.576418	0	0	9829.010535	621.517827	127667.8648	61455.44154	0	130543.3302	589142.7647	0	556619.0403	502839.8002	70547.98938	5106089.138	0	0	136223.7632	2425380.324	276218.2167	782706.5495	27490.04499	0	3225.026391	15447.98332	16764.52803	0	38957.61464	0	0	4051.572972	276663.7148	0	0
3708	205408.4697	137356.1943	35116.60493	32519.0406	31787.13977	20614.21228	103759.7652	34266.74486	463799.4548	64001.92976	264521.2313	195607.7288	249158.5872	123918.5619	329321.8062	172415.5931	239546.5561	635985.4974	42802.45631	69654.86768	115512.0887	362865.8334	383657.1076	423892.4836	344474.0603	259404.8537	254129.5091	616118.2154	21753.10359	72097.55009	519177.2363	49796.20385	148731.0859	99210.6047	1245288.726	120321.2637	49511.49223
3709	181001.5139	2219.908699	21676.3963	47629.91473	47189.07086	25953.38626	12374.43868	41299.93255	96852.35809	50254.83163	43782.19266	4755.376341	20423.1327	7549.080773	72645.33351	80925.80425	48934.59409	237949.7465	0	20011.54297	77318.07278	17143.11867	107846.4938	42791.93476	161329.7501	79189.43991	168140.12	766435.165	62449.79994	152694.0557	138706.5005	22794.54608	183224.6159	36742.60734	60738.91625	101118.0364	14242.0591
3710	5815.928932	3387.740909	8531.90892	6414.982572	9483.214678	1301.462763	14430.66984	2416.283269	9244.081033	1162.736921	10046.42162	5993.899996	3157.808087	3791.660098	4078.244576	3718.443157	10911.76521	6695.911731	3816.151302	2455.639654	2903.076301	1721.917594	13220.89453	33881.05389	2915.759941	4022.835051	1591.668337	7106.833262	802.1925073	5107.980039	12998.81666	3513.96615	1947.672195	3202.910712	5005.307003	4700.328276	3327.246786
3711	0	0	0	0	0	0	0	0	0	0	1225.231733	0	0	0	0	0	0	0	0	0	0	1385.959091	0	0	0	0	469.387483	0	0	0	0	0	0	0	0	0	0
3712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2557.373613	0	0	0	0	0	0	0	3301.624756	6438.759724	0	0	0	0	0	0	0	0	0
3713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721.7035123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1452.986784	0	0	0	1144.132737
3714	512479.4106	0	0	765.1709122	43003.70622	0	0	0	69980.71883	5919.400239	1210.603419	8528.353748	160744.2152	39639.4711	200.1001104	2720.284337	297.3545334	5794058.498	241.7997451	81231.05711	166068.027	126349.165	9633.406105	887174.1723	320875.6668	130160.4505	34180.18607	132807.062	30576.22027	17415.65729	432579.6358	8852.081055	0	0	29993.70494	0	0
3715	995320.1101	850037.3815	590463.3451	152763.3247	224374.7189	254837.0128	30554.37921	5319.199434	359653.337	95373.09721	483713.7263	144697.0606	165244.1471	715150.0125	8021.444758	9954.910039	28421.37816	2381122.287	357482.9003	506977.3406	794240.8073	109615.3646	234064.9417	471069.7401	878022.0475	824151.9612	634264.2874	845312.9191	291880.6116	754434.867	488055.4359	381538.8271	4825.54706	597643.9954	968678.2575	872049.9091	356011.8937
3716	192619.6933	5553.266254	0	0	1075.56238	0	18186.30095	1026.940405	1027.564651	720.1227338	0	0	1834.122154	308122.9475	583.5353725	2335.266343	0	1589683.516	224680.7099	0	91749.3381	11072.31141	0	24575.41108	93520.44127	8329.334262	7537.542141	10104.88714	3906.678834	2034.043572	49872.45473	2397.944333	0	535.8153919	7350.636998	4729.68747	527.8043882
3717	172261.1464	225396.1531	389431.1665	65012.71499	122002.9568	40966.28219	84442.61804	75723.3453	152388.7817	11544.29878	323203.745	82110.53207	161329.9972	273413.1493	124938.6789	42896.42584	39283.2217	846954.9708	116752.9682	35626.96743	469464.9726	44875.21499	68416.2631	1065390.718	244145.5965	87396.94955	139092.2966	151839.8849	212969.5128	129107.1854	495955.4483	219962.0663	312129.7743	317255.8362	582688.5622	155221.664	121970.0771
3718	95631.96714	0	0	2132.794238	68833.25541	0	2917.497119	0	39139.78892	34799.65903	0	51811.18471	427583.7402	167314.5126	1469.638082	3672.915939	0	3743067.582	53573.81442	76294.46161	166979.9202	180882.8983	13930.24542	904171.4469	634752.5176	215815.7661	0	0	69867.21562	9399.705681	1056613.257	0	76536.74038	12151.17066	66338.30257	0	0
3719	163158.6369	106100.067	28733.81227	1413.327795	44165.10576	27502.09305	3323.180173	8006.901943	208261.1555	3358.195098	22000.86099	192738.3868	59148.37853	280242.1655	1905.352084	6574.789356	2527.674057	580411.4758	42232.99237	52208.02723	171467.5644	6522.934681	10546.12755	3256454.537	1189345.155	210094.2586	84230.13171	845404.1405	55547.86466	17660.70098	607246.587	12809.19904	262437.054	17833.72074	253322.9766	45618.30829	38829.43647
3720	44415.51581	0	0	2396.641895	572.5790694	862.1820038	1508.290375	3497.734885	0	9585.213261	1357.390827	16442.64958	215587.9414	2435.705162	15530.98548	26868.48714	5157.662829	1284963.537	1493.760382	0	77704.32402	346115.5526	29323.51933	413496.8981	38681.72331	3878.924801	0	7416.487606	0	862.2592875	313390.8908	0	11418.01167	0	11789.00365	1590.644184	3430.387846
3721	162512.5354	87930.44464	367344.7572	75483.5713	69852.30978	82580.96875	45771.31727	140625.0616	39080.53307	57829.9039	98057.54344	84237.51595	101697.169	91174.66814	86701.29972	73758.62423	75069.94775	591994.3726	407631.365	183440.4827	61184.32676	128533.1537	155200.3179	18065.37587	12584.3572	149715.4717	217322.5066	114579.4207	112682.3224	61786.85397	17102.86631	110235.8727	34710.32054	325864.8427	19501.30482	677316.051	265605.531
3722	254299.6657	21742.15467	7221.001438	0	5570.255279	1738.469967	2432.647071	1019.244007	11676.22043	0	2732.338997	6680.335249	10532.44855	197969.0711	2632.045651	2827.468517	0	1072038.886	22160.32191	64064.35464	187017.1472	12042.94259	2782.042472	241137.6095	255604.0321	25922.86048	14819.44851	166577.4303	11987.25226	6279.067883	74599.69734	21130.24306	21900.51727	6227.981091	16954.58012	0	4818.849531
3723	22211.71214	17726.61752	316677.8494	138941.0606	217356.878	284058.2913	284882.9289	53920.68646	100843.5393	759.7677221	567515.0559	154159.0203	87762.58008	436314.6121	216999.5389	10741.88996	26954.63103	2609375.755	98337.31937	394013.7095	73384.75703	16514.37749	65667.34364	225132.6258	834788.4982	690723.7413	379013.4558	791766.057	34647.10875	357316.8499	60478.53761	144397.1092	134335.7784	1779895.015	490648.1888	567233.1237	233716.3942
3724	12444.33031	18623.75431	162711.3535	94409.63184	93188.86429	63730.32303	180664.3069	12455.0719	58674.93279	2890.260013	143559.3022	10090.79676	17898.01306	296279.3232	45304.54187	3853.019251	5352.137688	1485816.288	25486.21584	69663.96268	7409.058541	6065.942121	16973.14083	92603.17789	427973.6715	287584.3665	73372.93455	241906.1609	15876.97814	91811.96865	25981.27168	11016.19802	17684.01003	1228708.767	79026.87729	393430.7328	184325.1032
3725	41808.10576	5338.086294	7786.226474	61514.01884	3490.046929	0	131327.3528	1837.217619	32877.86528	0	254937.2334	36131.01324	40306.33274	18796.82465	149266.9112	10712.11655	9951.029525	2701868.143	6239.497115	2753.78437	34951.10072	7095.292617	35830.91424	106475.6334	383666.2947	169440.5879	0	6300.962422	3963.411964	2006.140916	39118.71054	0	0	1830562	425771.152	26390.81888	57074.34409
3726	24766.52812	0	11157.52212	47580.21352	5285.236723	5101.632965	107973.016	745.2107541	50137.49052	0	231789.7567	41674.65129	18558.30042	10210.31425	112361.504	4015.05378	6298.374661	1626201.793	2517.139084	5243.394133	14733.81027	6746.620149	46615.29211	138524.8094	604892.099	276710.3456	2300.591378	8405.629085	21255.11536	0	46759.70683	856.6773561	0	1124321.011	424533.1632	24616.16386	44033.51681
