Feature	Intercept_mean	C(NASH_category, Treatment('Non_NASH'))[T.NASH]_mean	Intercept_std	C(NASH_category, Treatment('Non_NASH'))[T.NASH]_std	Intercept_hdi	C(NASH_category, Treatment('Non_NASH'))[T.NASH]_hdi
63a0adafdfb666b7e47754f7fc926faf	-5.764207380000013	-1.362925863780002	0.7122612705598529	0.8526630177752763	(-7.00174, -4.42284)	(-2.95408, 0.249017)
9b513b14e81757bb9537e723bdaa1468	-6.62024171149999	-0.5078485857320004	1.3455377875155832	1.5247443980665578	(-8.89126, -4.1379)	(-3.40168, 2.23567)
ca7253d5f8803f723e3b88df83b7e3d0	-5.218236013860009	-2.6519801097964963	1.9995648706535663	2.506298358012338	(-8.45062, -1.52244)	(-6.99121, 2.67645)
5c53164e55b1a6ac5a3adca191327b1b	-7.991367011000001	0.010273998744999974	1.828368405414168	2.1169664365874414	(-10.9903, -4.23427)	(-4.65239, 3.47507)
6dbeccdecaeb89a34858b202cbc46eb2	-7.871131219999996	-0.4170939416607999	0.36761994611406984	0.4421452536888313	(-8.5295, -7.16255)	(-1.19431, 0.435874)
055a71db6ce1db07ecff68ce9d0682f2	-8.599553768550004	-1.3997871964749988	2.5344456830758193	2.577734009554237	(-11.9624, -3.01427)	(-6.67964, 3.25544)
939a4179e2357e57dbe170239df5b0a4	-9.521611695000017	-0.8933432999744998	2.315237416684481	2.6092393373658336	(-12.988, -4.72401)	(-6.27441, 3.80661)
9864817761692baba9d469667121e805	-6.604641367300001	2.000973799689499	2.180519034189465	2.34778225285365	(-10.2117, -2.5681)	(-3.01816, 5.86974)
8bbc92e9c53f0b9f1ea8ff76b16f132f	-5.311353995000002	-2.440485117399999	0.671106645519466	0.8351856281609378	(-6.46509, -3.96535)	(-4.16534, -0.951005)
0961bcd6971db7e276fc802130be00e3	-6.652603292100009	-0.3912484334899996	1.931471671182288	2.340215548098985	(-9.82718, -2.68496)	(-5.19993, 3.90694)
79e9e337b10e2d298bb1b3bde946782d	-4.728712452749989	-0.11395473898650015	0.9811153612252674	1.1926474922712733	(-6.45976, -2.88804)	(-2.36421, 2.14713)
ffd1e03c534ee37237f4a150ff4e8a74	-5.725043469999989	-1.4736824581600028	0.7556906103595302	0.8949410903558003	(-7.05307, -4.12897)	(-3.23843, 0.204698)
a7ead60f642eba4d1818f4b855aa8e3c	-12.252448874500026	3.227335712749996	2.5157420340417804	2.471408798655247	(-17.6725, -7.72681)	(-1.03894, 8.66576)
183eca14b63a48da0a4e182f33214500	-8.160084186344996	1.2640279297699981	4.035964891733941	3.5925999657213246	(-15.921, -1.18938)	(-5.14976, 8.03719)
cb0ecec60901718d4bfac9d2c2c78c48	-7.031693799299991	-3.3624027202949924	3.0274483597279005	4.879948890046568	(-11.9376, -1.0172)	(-12.0784, 6.26648)
1c40ac02c49ea9e03881b0f183373417	-9.19979918103502	0.4499159671511	4.241310224873298	3.5931379037771585	(-16.4235, -1.1328)	(-6.18783, 7.45427)
d4e77c532993fdf90510bf07f7fe06cb	-5.665966164559993	0.23689204996200003	3.344092250962088	3.717082874519803	(-11.1593, 0.542158)	(-7.10433, 7.03513)
44ff26d8105cf822417b4b0c4eb27c02	-4.437458010000002	0.24990568654300038	0.5622673255510583	0.7089680881084276	(-5.48409, -3.44381)	(-1.13875, 1.49647)
014505a73c82139810231cf076d91880	-4.125936343585005	0.12100945175500023	2.334538098010688	2.8132831805154135	(-8.08581, 0.17748)	(-5.30626, 5.50067)
4750b30f8ebd89be7f618b77000b5908	-8.934295534999992	-0.4374591342179998	1.1826575737019644	1.345098503196674	(-10.7312, -6.56796)	(-2.9333, 2.02878)
74d3dcd6ae99646ad2d0e51a6de52392	-11.548205341500015	1.654710441605003	3.3579189810801253	2.7374131323100177	(-17.2472, -4.39348)	(-3.57732, 6.96904)
8778fa56153fa6e1c2cc8742b9515528	-9.129798630999963	-0.007724648161499871	1.3187456542363218	1.4234414391861208	(-11.3801, -6.62189)	(-3.01676, 2.58889)
a99d347a958cfb7fc17720a75e4847f2	-8.814769480200006	-0.93261659481	2.8173903285258484	2.8218712723729773	(-12.8726, -2.96147)	(-6.36028, 5.29395)
37a0010c6a0392dc659b50bd348c5564	-6.557738662059986	-0.0464499908110005	2.1936227835574895	2.567287695389406	(-10.1574, -2.11766)	(-4.9739, 4.82118)
d739069ee9a398db73b131975e6c77f7	-5.350571590999989	0.3232215504514995	0.9988117092129782	1.2146492345751172	(-7.17452, -3.42597)	(-1.87003, 2.69209)
7031a46e5f1b646d6b5415a451abe85c	-7.735080389900006	3.4099989721699977	2.5165303729684583	2.638915529443435	(-11.8375, -2.99725)	(-2.2449, 7.73433)
4141af586669256fd20c1a573d3f3ad2	-8.560678722650021	-0.4349016132699998	1.892549742418937	1.9880168330299164	(-11.4618, -4.88789)	(-4.50557, 3.23576)
85c28c7ac2b4fc1c14c9f22e7681584f	-9.769106149500017	-0.45599600239000077	2.563005963428122	2.7869644807858425	(-13.8228, -4.44237)	(-5.8199, 5.12134)
7962fd1e48eb3ee4290fa19840f3c1c5	-4.2630395931999905	-0.921887754914999	0.7923984980379027	0.9777745543110217	(-5.64131, -2.80572)	(-2.7375, 0.964691)
e53b6071a56619bf92417105dbb61b31	-9.456168431850006	-3.9444142054499967	2.688153523931619	3.899967336662765	(-13.1693, -3.52363)	(-11.5274, 3.72094)
