file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxa_NCBI	ReDU_Availability	Blank	QC	Scan
mzspec:MSV000084900:G75571_2x_5ul_RE11_01_19175	-0.0	mzspec:MSV000084900:G75571_2x_5ul_RE11_01_19175:scan:1764	1	0.82	5	MSV000084900	NoID	MSV000084900/peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G75571_2x_5ul_RE11_01_19175.mzXML	MSV000084900/G75571_2x_5ul_RE11_01_19175.mzXML	MSV000084900	Capsicum	4071	No	No	No	3552
mzspec:MSV000087728:VGF146_F10_pos	-0.0	mzspec:MSV000087728:VGF146_F10_pos:scan:2760	1	0.82	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF146_F10_pos.mzML	MSV000087728/VGF146_F10_pos.mzML	MSV000087728	Piptadeniastrum africanum	148720	Yes	No	No	3552
mzspec:MSV000087728:VGF145_C05_pos	0.0	mzspec:MSV000087728:VGF145_C05_pos:scan:2754	1	0.82	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF145_C05_pos.mzML	MSV000087728/VGF145_C05_pos.mzML	MSV000087728	Sabia schumanniana	1705973	Yes	No	No	3552
mzspec:MSV000086644:126_MJB2396_6ul_BA6_01_22318	-0.02	mzspec:MSV000086644:126_MJB2396_6ul_BA6_01_22318:scan:6054	1	0.82	5	MSV000086644	NoID	MSV000086644/ccms_peak/20201229_Myoporeae_full_dataset/126_MJB2396_6ul_BA6_01_22318.mzML	MSV000086644/126_MJB2396_6ul_BA6_01_22318.mzML	MSV000086644	Eremophila warnesii	2652658	No	No	No	3552
mzspec:MSV000087728:VGF154_E07_pos	-0.0	mzspec:MSV000087728:VGF154_E07_pos:scan:2768	1	0.82	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF154_E07_pos.mzML	MSV000087728/VGF154_E07_pos.mzML	MSV000087728	Strychnos decussata	379297	Yes	No	No	3552
mzspec:MSV000086427:VGF152_C05	0.0	mzspec:MSV000086427:VGF152_C05:scan:2760	1	0.82	5	MSV000086427	NoID	MSV000086427/ccms_peak/ecometabo_rawfiles/VGF152_C05.mzML	MSV000086427/VGF152_C05.mzML	MSV000086427	Banisteriopsis harleyi	1027069	Yes	No	No	3552
mzspec:MSV000087728:VGF152_C11_pos	0.0	mzspec:MSV000087728:VGF152_C11_pos:scan:2772	1	0.82	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF152_C11_pos.mzML	MSV000087728/VGF152_C11_pos.mzML	MSV000087728	Typhonium trilobatum	227257	Yes	No	No	3552
mzspec:MSV000087728:VGF154_D06_pos	-0.0	mzspec:MSV000087728:VGF154_D06_pos:scan:2770	1	0.82	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF154_D06_pos.mzML	MSV000087728/VGF154_D06_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No	3552
mzspec:MSV000087728:VGF152_H02_pos	0.0	mzspec:MSV000087728:VGF152_H02_pos:scan:2803	1	0.82	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF152_H02_pos.mzML	MSV000087728/VGF152_H02_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No	3552
mzspec:MSV000087728:VGF152_B11_pos	-0.0	mzspec:MSV000087728:VGF152_B11_pos:scan:2858	1	0.82	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF152_B11_pos.mzML	MSV000087728/VGF152_B11_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No	3552
mzspec:MSV000086644:058_RMF105_4ul_BC2_01_22242	0.01	mzspec:MSV000086644:058_RMF105_4ul_BC2_01_22242:scan:5252	1	0.82	5	MSV000086644	NoID	MSV000086644/ccms_peak/20201229_Myoporeae_full_dataset/058_RMF105_4ul_BC2_01_22242.mzML	MSV000086644/058_RMF105_4ul_BC2_01_22242.mzML	MSV000086644	Eremophila platycalyx	2528951	No	No	No	3552
mzspec:MSV000087728:VGF156_G06_pos	-0.0	mzspec:MSV000087728:VGF156_G06_pos:scan:2643	1	0.82	4	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF156_G06_pos.mzML	MSV000087728/VGF156_G06_pos.mzML	MSV000087728	Zingiber officinale	94328	Yes	No	No	3552
mzspec:MSV000081082:GG2P7_42segetalis-MS1_GG2_01_28821	-0.0	mzspec:MSV000081082:GG2P7_42segetalis-MS1_GG2_01_28821:scan:3875	1	0.81	7	MSV000081082	NoID	MSV000081082/ccms_peak/MFuser_RT20mz30/GG2P7_42segetalis-MS1_GG2_01_28821.mzML	MSV000081082/GG2P7_42segetalis-MS1_GG2_01_28821.mzML	MSV000081082	Euphorbia segetalis	38847	Yes	No	No	3552
mzspec:MSV000087728:VGF152_A08_pos	-0.0	mzspec:MSV000087728:VGF152_A08_pos:scan:2826	1	0.81	6	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF152_A08_pos.mzML	MSV000087728/VGF152_A08_pos.mzML	MSV000087728	Plumeria rubra	62097	Yes	No	No	3552
mzspec:MSV000088606:210116_AR_12_43_C09_1_POS	0.0	mzspec:MSV000088606:210116_AR_12_43_C09_1_POS:scan:21156	1	0.81	6	MSV000088606	NoID	MSV000088606/ccms_peak/210116_AR_12_43_C09_1_POS.mzML	MSV000088606/210116_AR_12_43_C09_1_POS.mzML	MSV000088606	Artemisia scoparia	72351	No	No	No	3552
mzspec:MSV000085862:Polar_raw_NT_72h_Leaf_H1101_5uL	0.0	mzspec:MSV000085862:Polar_raw_NT_72h_Leaf_H1101_5uL:scan:16988	1	0.81	6	MSV000085862	NoID	MSV000085862/peak/peak/Polar_raw_NT_72h_Leaf_H1101_5uL.mzXML	MSV000085862/Polar_raw_NT_72h_Leaf_H1101_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No	3552
mzspec:MSV000084060:KM0071	-0.0	mzspec:MSV000084060:KM0071:scan:4294967295	1	0.81	5	MSV000084060	NoID	MSV000084060/ccms_peak/2DModels/KM0071.mzML	MSV000084060/KM0071.mzML	MSV000084060	Thapsia garganica	79022	No	No	No	3552
mzspec:MSV000085119:P5_B3_GB3_01_53941	0.01	mzspec:MSV000085119:P5_B3_GB3_01_53941:scan:1256	1	0.81	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate5_POS/P5_B3_GB3_01_53941.mzML	MSV000085119/P5_B3_GB3_01_53941.mzML	MSV000085119	Heteropterys leschenaultiana	1027148	Yes	No	No	3552
mzspec:MSV000087728:VGF154_C09_pos	-0.0	mzspec:MSV000087728:VGF154_C09_pos:scan:2791	1	0.81	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF154_C09_pos.mzML	MSV000087728/VGF154_C09_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No	3552
mzspec:MSV000085119:P3_F5_GF5_01_53798	0.01	mzspec:MSV000085119:P3_F5_GF5_01_53798:scan:1268	1	0.81	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate3_POS/P3_F5_GF5_01_53798.mzML	MSV000085119/P3_F5_GF5_01_53798.mzML	MSV000085119	Tetrapterys phlomoides	1027218	Yes	No	No	3552
mzspec:MSV000087728:VGF152_H05_pos	0.0	mzspec:MSV000087728:VGF152_H05_pos:scan:2824	1	0.81	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF152_H05_pos.mzML	MSV000087728/VGF152_H05_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No	3552
mzspec:MSV000086427:VGF153_C05	-0.0	mzspec:MSV000086427:VGF153_C05:scan:2768	1	0.81	5	MSV000086427	NoID	MSV000086427/ccms_peak/ecometabo_rawfiles/VGF153_C05.mzML	MSV000086427/VGF153_C05.mzML	MSV000086427	Banisteriopsis harleyi	1027069	Yes	No	No	3552
mzspec:MSV000087728:VGF145_D07_pos	-0.0	mzspec:MSV000087728:VGF145_D07_pos:scan:2754	1	0.81	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF145_D07_pos.mzML	MSV000087728/VGF145_D07_pos.mzML	MSV000087728	Zanthoxylum acanthopodium	1056460	Yes	No	No	3552
mzspec:MSV000084900:72504_1x_BH8_01_17502	-0.0	mzspec:MSV000084900:72504_1x_BH8_01_17502:scan:2025	1	0.81	4	MSV000084900	NoID	MSV000084900/peak/Global_Foodomics_composite_data_2020/MSV000083010_core/72504_1x_BH8_01_17502.mzXML	MSV000084900/72504_1x_BH8_01_17502.mzXML	MSV000084900	Ficus	3493	No	No	No	3552
mzspec:MSV000084900:G73452_1x_RE6_01_20323	0.0	mzspec:MSV000084900:G73452_1x_RE6_01_20323:scan:1697	1	0.81	4	MSV000084900	NoID	MSV000084900/peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G73452_1x_RE6_01_20323.mzXML	MSV000084900/G73452_1x_RE6_01_20323.mzXML	MSV000084900	Persea	3434	No	No	No	3552
mzspec:MSV000086427:VGF152_E11	-0.0	mzspec:MSV000086427:VGF152_E11:scan:2775	1	0.81	4	MSV000086427	NoID	MSV000086427/ccms_peak/ecometabo_rawfiles/VGF152_E11.mzML	MSV000086427/VGF152_E11.mzML	MSV000086427	Banisteriopsis harleyi	1027069	Yes	No	No	3552
mzspec:MSV000084060:KM0041	0.0	mzspec:MSV000084060:KM0041:scan:4294967295	1	0.8	6	MSV000084060	NoID	MSV000084060/ccms_peak/2DModels/KM0041.mzML	MSV000084060/KM0041.mzML	MSV000084060	Thapsia garganica	79022	No	No	No	3552
mzspec:MSV000084060:KM0060	0.0	mzspec:MSV000084060:KM0060:scan:4294967295	1	0.8	6	MSV000084060	NoID	MSV000084060/ccms_peak/2DModels/KM0060.mzML	MSV000084060/KM0060.mzML	MSV000084060	Thapsia garganica	79022	No	No	No	3552
mzspec:MSV000087728:VGF152_A05_pos	-0.0	mzspec:MSV000087728:VGF152_A05_pos:scan:2808	1	0.8	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF152_A05_pos.mzML	MSV000087728/VGF152_A05_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No	3552
mzspec:MSV000084060:KM0053	0.0	mzspec:MSV000084060:KM0053:scan:4294967295	1	0.8	5	MSV000084060	NoID	MSV000084060/ccms_peak/2DModels/KM0053.mzML	MSV000084060/KM0053.mzML	MSV000084060	Thapsia garganica	79022	No	No	No	3552
mzspec:MSV000087728:VGF153_F05_pos	-0.0	mzspec:MSV000087728:VGF153_F05_pos:scan:2784	1	0.8	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF153_F05_pos.mzML	MSV000087728/VGF153_F05_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No	3552
mzspec:MSV000085119:P2_B3_BB3_01_53661	0.01	mzspec:MSV000085119:P2_B3_BB3_01_53661:scan:1272	1	0.8	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate2_POS/P2_B3_BB3_01_53661.mzML	MSV000085119/P2_B3_BB3_01_53661.mzML	MSV000085119	Heteropterys leschenaultiana	1027148	Yes	No	No	3552
mzspec:MSV000085862:Polar_raw_NT_72h_Leaf_J1107_5uL	0.0	mzspec:MSV000085862:Polar_raw_NT_72h_Leaf_J1107_5uL:scan:17002	1	0.8	5	MSV000085862	NoID	MSV000085862/peak/peak/Polar_raw_NT_72h_Leaf_J1107_5uL.mzXML	MSV000085862/Polar_raw_NT_72h_Leaf_J1107_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No	3552
mzspec:MSV000084060:KM0056	0.0	mzspec:MSV000084060:KM0056:scan:4294967295	1	0.8	5	MSV000084060	NoID	MSV000084060/ccms_peak/2DModels/KM0056.mzML	MSV000084060/KM0056.mzML	MSV000084060	Thapsia garganica	79022	No	No	No	3552
mzspec:MSV000087728:VGF154_D03_pos	0.0	mzspec:MSV000087728:VGF154_D03_pos:scan:2844	1	0.8	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF154_D03_pos.mzML	MSV000087728/VGF154_D03_pos.mzML	MSV000087728	Strychnos decussata	379297	Yes	No	No	3552
mzspec:MSV000087728:VGF154_A02_pos	-0.0	mzspec:MSV000087728:VGF154_A02_pos:scan:2852	1	0.8	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF154_A02_pos.mzML	MSV000087728/VGF154_A02_pos.mzML	MSV000087728	Pachira aquatica	69118	Yes	No	No	3552
mzspec:MSV000084060:KM0046	0.0	mzspec:MSV000084060:KM0046:scan:4294967295	1	0.8	5	MSV000084060	NoID	MSV000084060/ccms_peak/2DModels/KM0046.mzML	MSV000084060/KM0046.mzML	MSV000084060	Thapsia garganica	79022	No	No	No	3552
mzspec:MSV000086427:VGF152_F06	0.0	mzspec:MSV000086427:VGF152_F06:scan:2771	1	0.8	5	MSV000086427	NoID	MSV000086427/ccms_peak/ecometabo_rawfiles/VGF152_F06.mzML	MSV000086427/VGF152_F06.mzML	MSV000086427	Banisteriopsis harleyi	1027069	Yes	No	No	3552
mzspec:MSV000087728:VGF150_C03_pos	-0.0	mzspec:MSV000087728:VGF150_C03_pos:scan:2796	1	0.8	4	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF150_C03_pos.mzML	MSV000087728/VGF150_C03_pos.mzML	MSV000087728	Sesbania bispinosa	485725	Yes	No	No	3552
mzspec:MSV000084900:G78909_1x_RD5_01_18830	0.0	mzspec:MSV000084900:G78909_1x_RD5_01_18830:scan:1704	1	0.8	4	MSV000084900	NoID	MSV000084900/peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G78909_1x_RD5_01_18830.mzXML	MSV000084900/G78909_1x_RD5_01_18830.mzXML	MSV000084900	Persea	3434	No	No	No	3552
mzspec:MSV000084900:G87603_1x_RH11_01_26351	0.0	mzspec:MSV000084900:G87603_1x_RH11_01_26351:scan:1693	1	0.8	4	MSV000084900	NoID	MSV000084900/peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G87603_1x_RH11_01_26351.mzXML	MSV000084900/G87603_1x_RH11_01_26351.mzXML	MSV000084900	Persea	3434	No	No	No	3552
mzspec:MSV000084060:KM0050	-0.0	mzspec:MSV000084060:KM0050:scan:4294967295	1	0.79	6	MSV000084060	NoID	MSV000084060/ccms_peak/2DModels/KM0050.mzML	MSV000084060/KM0050.mzML	MSV000084060	Thapsia garganica	79022	No	No	No	3552
mzspec:MSV000087728:VGF158_G02_pos	-0.0	mzspec:MSV000087728:VGF158_G02_pos:scan:2878	1	0.79	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF158_G02_pos.mzML	MSV000087728/VGF158_G02_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No	3552
mzspec:MSV000084900:72675_1x_BC3_01_17412	0.0	mzspec:MSV000084900:72675_1x_BC3_01_17412:scan:1778	1	0.79	5	MSV000084900	NoID	MSV000084900/peak/Global_Foodomics_composite_data_2020/MSV000083010_core/72675_1x_BC3_01_17412.mzXML	MSV000084900/72675_1x_BC3_01_17412.mzXML	MSV000084900	Vitis	3603	No	No	No	3552
mzspec:MSV000087728:VGF153_B08_pos	0.0	mzspec:MSV000087728:VGF153_B08_pos:scan:2675	1	0.79	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF153_B08_pos.mzML	MSV000087728/VGF153_B08_pos.mzML	MSV000087728	Rotheca serrata	1158923	Yes	No	No	3552
mzspec:MSV000085862:Polar_raw_QC1_5uL	0.0	mzspec:MSV000085862:Polar_raw_QC1_5uL:scan:16889	1	0.79	5	MSV000085862	NoID	MSV000085862/peak/peak/Polar_raw_QC1_5uL.mzXML	MSV000085862/Polar_raw_QC1_5uL.mzXML	MSV000085862	QC	QC	No	No	Yes	3552
mzspec:MSV000087728:VGF142_A09_pos	0.0	mzspec:MSV000087728:VGF142_A09_pos:scan:2852	1	0.79	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF142_A09_pos.mzML	MSV000087728/VGF142_A09_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No	3552
mzspec:MSV000085119:P5_D4_GD4_01_53968	0.01	mzspec:MSV000085119:P5_D4_GD4_01_53968:scan:1257	1	0.79	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate5_POS/P5_D4_GD4_01_53968.mzML	MSV000085119/P5_D4_GD4_01_53968.mzML	MSV000085119	Niedenzuella acutifolia	1027193	Yes	No	No	3552
mzspec:MSV000087728:VGF146_E10_pos	-0.0	mzspec:MSV000087728:VGF146_E10_pos:scan:2748	1	0.79	4	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF146_E10_pos.mzML	MSV000087728/VGF146_E10_pos.mzML	MSV000087728	Pycnocoma chevalieri	1487832	Yes	No	No	3552
mzspec:MSV000087728:VGF154_C05_pos	-0.0	mzspec:MSV000087728:VGF154_C05_pos:scan:2770	1	0.79	4	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF154_C05_pos.mzML	MSV000087728/VGF154_C05_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No	3552
mzspec:MSV000087728:VGF154_A07_pos	-0.0	mzspec:MSV000087728:VGF154_A07_pos:scan:2788	1	0.79	4	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF154_A07_pos.mzML	MSV000087728/VGF154_A07_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No	3552
mzspec:MSV000087728:VGF153_G09_pos	0.0	mzspec:MSV000087728:VGF153_G09_pos:scan:2784	1	0.79	4	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF153_G09_pos.mzML	MSV000087728/VGF153_G09_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No	3552
mzspec:MSV000087728:VGF154_D05_pos	-0.0	mzspec:MSV000087728:VGF154_D05_pos:scan:2791	1	0.79	4	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF154_D05_pos.mzML	MSV000087728/VGF154_D05_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No	3552
mzspec:MSV000084900:G75139_rerun_5ul_RF6_01_17718	-0.0	mzspec:MSV000084900:G75139_rerun_5ul_RF6_01_17718:scan:1995	1	0.79	4	MSV000084900	NoID	MSV000084900/peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G75139_rerun_5ul_RF6_01_17718.mzXML	MSV000084900/G75139_rerun_5ul_RF6_01_17718.mzXML	MSV000084900	Cannabis	3482	No	No	No	3552
mzspec:MSV000084900:G75687_1x_RB8_01_18805	0.01	mzspec:MSV000084900:G75687_1x_RB8_01_18805:scan:1696	1	0.79	4	MSV000084900	NoID	MSV000084900/peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G75687_1x_RB8_01_18805.mzXML	MSV000084900/G75687_1x_RB8_01_18805.mzXML	MSV000084900	Persea	3434	No	No	No	3552
mzspec:MSV000084900:G87577_1x_BA8_01_26547	0.0	mzspec:MSV000084900:G87577_1x_BA8_01_26547:scan:1684	1	0.79	4	MSV000084900	NoID	MSV000084900/peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G87577_1x_BA8_01_26547.mzXML	MSV000084900/G87577_1x_BA8_01_26547.mzXML	MSV000084900	Persea	3434	No	No	No	3552
mzspec:MSV000087728:VGF154_B05_pos	-0.0	mzspec:MSV000087728:VGF154_B05_pos:scan:2768	1	0.79	4	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF154_B05_pos.mzML	MSV000087728/VGF154_B05_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No	3552
mzspec:MSV000087728:VGF153_E11_pos	-0.0	mzspec:MSV000087728:VGF153_E11_pos:scan:2823	1	0.78	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF153_E11_pos.mzML	MSV000087728/VGF153_E11_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No	3552
mzspec:MSV000084060:KM0059	0.0	mzspec:MSV000084060:KM0059:scan:4294967295	1	0.78	5	MSV000084060	NoID	MSV000084060/ccms_peak/2DModels/KM0059.mzML	MSV000084060/KM0059.mzML	MSV000084060	Thapsia garganica	79022	No	No	No	3552
mzspec:MSV000087728:VGF150_B05_pos	-0.0	mzspec:MSV000087728:VGF150_B05_pos:scan:2678	1	0.78	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF150_B05_pos.mzML	MSV000087728/VGF150_B05_pos.mzML	MSV000087728	Schleichera oleosa	290996	Yes	No	No	3552
mzspec:MSV000084060:KM0049	0.0	mzspec:MSV000084060:KM0049:scan:4294967295	1	0.78	5	MSV000084060	NoID	MSV000084060/ccms_peak/2DModels/KM0049.mzML	MSV000084060/KM0049.mzML	MSV000084060	Thapsia garganica	79022	No	No	No	3552
mzspec:MSV000087728:VGF155_B08_pos	-0.0	mzspec:MSV000087728:VGF155_B08_pos:scan:2767	1	0.78	4	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF155_B08_pos.mzML	MSV000087728/VGF155_B08_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No	3552
mzspec:MSV000085119:P5_D7_GD7_01_53973	0.01	mzspec:MSV000085119:P5_D7_GD7_01_53973:scan:1301	1	0.78	4	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate5_POS/P5_D7_GD7_01_53973.mzML	MSV000085119/P5_D7_GD7_01_53973.mzML	MSV000085119	Niedenzuella	1027192	Yes	No	No	3552
mzspec:MSV000084900:G75138_RE9_01_18374	-0.0	mzspec:MSV000084900:G75138_RE9_01_18374:scan:2027	1	0.78	4	MSV000084900	NoID	MSV000084900/peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G75138_RE9_01_18374.mzXML	MSV000084900/G75138_RE9_01_18374.mzXML	MSV000084900	Salvia hispanica	49212	No	No	No	3552
mzspec:MSV000087728:VGF154_C08_pos	-0.0	mzspec:MSV000087728:VGF154_C08_pos:scan:2763	1	0.78	4	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF154_C08_pos.mzML	MSV000087728/VGF154_C08_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No	3552
mzspec:MSV000084900:G90225_1x_BC7_01_26574	0.0	mzspec:MSV000084900:G90225_1x_BC7_01_26574:scan:1993	1	0.78	4	MSV000084900	NoID	MSV000084900/peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G90225_1x_BC7_01_26574.mzXML	MSV000084900/G90225_1x_BC7_01_26574.mzXML	MSV000084900	Salvia hispanica	49212	No	No	No	3552
mzspec:MSV000085119:P5_E3_GE3_01_53982	0.01	mzspec:MSV000085119:P5_E3_GE3_01_53982:scan:1259	1	0.78	4	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate5_POS/P5_E3_GE3_01_53982.mzML	MSV000085119/P5_E3_GE3_01_53982.mzML	MSV000085119	Niedenzuella poeppigiana	1816325	Yes	No	No	3552
mzspec:MSV000087728:VGF154_C02_pos	0.0	mzspec:MSV000087728:VGF154_C02_pos:scan:2828	1	0.78	4	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF154_C02_pos.mzML	MSV000087728/VGF154_C02_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No	3552
mzspec:MSV000085862:Polar_raw_T_72h_Leaf_H923_5uL	0.0	mzspec:MSV000085862:Polar_raw_T_72h_Leaf_H923_5uL:scan:16776	1	0.77	6	MSV000085862	NoID	MSV000085862/peak/peak/Polar_raw_T_72h_Leaf_H923_5uL.mzXML	MSV000085862/Polar_raw_T_72h_Leaf_H923_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No	3552
mzspec:MSV000084900:Silage_2_GB2_01_49140	-0.0	mzspec:MSV000084900:Silage_2_GB2_01_49140:scan:1750	1	0.77	6	MSV000084900	NoID	MSV000084900/peak/Global_Foodomics_composite_data_2020/MSV000083010_silage/Silage_2_GB2_01_49140.mzXML	MSV000084900/Silage_2_GB2_01_49140.mzXML	MSV000084900	Zea mays	4577	No	No	No	3552
mzspec:MSV000086644:177_MJB2447_6ul_GC1_01_22373	0.01	mzspec:MSV000086644:177_MJB2447_6ul_GC1_01_22373:scan:3135	1	0.77	5	MSV000086644	NoID	MSV000086644/ccms_peak/20201229_Myoporeae_full_dataset/177_MJB2447_6ul_GC1_01_22373.mzML	MSV000086644/177_MJB2447_6ul_GC1_01_22373.mzML	MSV000086644	Eremophila galeata	2652538	No	No	No	3552
mzspec:MSV000086644:120_MJB2390_6ul_GE8_01_22310	0.02	mzspec:MSV000086644:120_MJB2390_6ul_GE8_01_22310:scan:4422	1	0.77	5	MSV000086644	NoID	MSV000086644/ccms_peak/20201229_Myoporeae_full_dataset/120_MJB2390_6ul_GE8_01_22310.mzML	MSV000086644/120_MJB2390_6ul_GE8_01_22310.mzML	MSV000086644	Eremophila cryptothrix	2652509	No	No	No	3552
mzspec:MSV000086644:072_RMF121_4ul_BD8_01_22258	0.01	mzspec:MSV000086644:072_RMF121_4ul_BD8_01_22258:scan:3523	1	0.77	5	MSV000086644	NoID	MSV000086644/ccms_peak/20201229_Myoporeae_full_dataset/072_RMF121_4ul_BD8_01_22258.mzML	MSV000086644/072_RMF121_4ul_BD8_01_22258.mzML	MSV000086644	Eremophila mirabilis	2652575	No	No	No	3552
mzspec:MSV000083274:PiperMethysticum_Honokane_Stem	-0.0	mzspec:MSV000083274:PiperMethysticum_Honokane_Stem:scan:12776	1	0.77	5	MSV000083274	NoID	MSV000083274/peak/PiperMethysticum_Honokane_Stem.mzML	MSV000083274/PiperMethysticum_Honokane_Stem.mzML	MSV000083274	Piper methysticum	130404	No	No	No	3552
mzspec:MSV000085119:P4_C6_BC6_01_53846	0.01	mzspec:MSV000085119:P4_C6_BC6_01_53846:scan:1251	1	0.77	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate4_POS/P4_C6_BC6_01_53846.mzML	MSV000085119/P4_C6_BC6_01_53846.mzML	MSV000085119	Banisteriopsis malifolia	1561743	Yes	No	No	3552
mzspec:MSV000087728:VGF155_G04_pos	-0.0	mzspec:MSV000087728:VGF155_G04_pos:scan:2751	1	0.77	4	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF155_G04_pos.mzML	MSV000087728/VGF155_G04_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No	3552
