FeatureID	Compound_Name	mz	mtb_group	molecularFormula	adduct	most specific class	level 5	subclass	class	superclass	all classifications
3298	NA	536.2831226	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3299	NA	551.772929	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3300	NA	560.3439901	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3301	NA	605.3003675	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3302	NA	665.7891581	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3304	NA	683.5072171	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3305	NA	697.5226083	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3306	NA	714.8909791	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3307	NA	728.8751929	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3308	NA	731.8825379	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3309	NA	736.3994509	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3310	NA	778.4099033	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3311	NA	807.3579175	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3312	NA	809.9331018	unknown	C35H62N2O7	[M + H]+	Secondary carboxylic acid amides	Carboxylic acid amides	Carboxylic acid derivatives	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3313	NA	871.4055007	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3314	NA	180.1020062	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3316	NA	232.0968769	amines	NA	NA	NA	NA	NA	NA	NA	NA
3317	NA	240.1232634	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3318	NA	241.1547429	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3319	NA	245.1496556	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3320	NA	248.1645995	unknown	C29H50O3	[M + H]+	Vitamin E compounds	Vitamin E compounds	Quinone and hydroquinone lipids	Prenol lipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Benzopyrans; Alkyl aryl ethers; Ethers; Prenol lipids; Organooxygen compounds; Quinone and hydroquinone lipids; Vitamin E compounds; Diterpenoids; Benzenoids; 1-benzopyrans; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3321	NA	250.1803428	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3322	NA	251.1753777	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3323	NA	275.1392333	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3324	NA	285.1809744	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3325	NA	297.1810551	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3326	NA	299.1715187	unknown	C42H76O9	[M + H]+	Triacylglycerols	Triacylglycerols	Triradylcglycerols	Glycerolipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Triacylglycerols; Carboxylic acid esters; Carbonyl compounds; Tricarboxylic acids and derivatives; Triradylcglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3327	NA	302.1965507	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3328	NA	307.1522001	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3329	NA	309.1810787	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3330	NA	311.1601684	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3331	NA	313.1046885	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3332	NA	320.1858816	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3333	NA	322.2015724	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3334	NA	325.1759493	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3336	NA	334.1427058	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3337	NA	337.2121859	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3338	NA	368.2069696	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3339	NA	393.1880272	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3340	NA	393.3158952	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3341	NA	394.2949562	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3343	NA	411.3258336	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3344	NA	413.2065856	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3345	NA	423.2896658	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3346	NA	425.1892003	amines	NA	NA	NA	NA	NA	NA	NA	NA
3347	NA	425.3052838	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3348	NA	427.3210234	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3349	NA	444.3471715	unknown	C26H45NO7P2	[M + H]+	Glycinated bile acids and derivatives	Glycinated bile acids and derivatives	Bile acids, alcohols and derivatives	Steroids and steroid derivatives	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid amides; Dihydroxy bile acids, alcohols and derivatives; Carboxylic acid derivatives; N-acyl amines; Glycinated bile acids and derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; N-acyl-alpha amino acids; 3-hydroxysteroids; 12-hydroxysteroids; Monoalkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3350	NA	449.1996407	amines	NA	NA	NA	NA	NA	NA	NA	NA
3351	NA	481.3159473	unknown	C20H24O2	[M + H]+	Diterpenoids		Diterpenoids	Prenol lipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Diterpenoids; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3352	NA	497.324577	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3353	NA	536.2065021	amines	NA	NA	NA	NA	NA	NA	NA	NA
3354	NA	546.3094695	bile acids	NA	NA	NA	NA	NA	NA	NA	NA
3355	NA	843.3335936	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3356	NA	865.3154788	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3357	NA	300.2535162	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3358	NA	302.1036891	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3359	NA	326.7096216	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3360	NA	362.3055479	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3361	NA	394.2259742	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3362	NA	400.2693559	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3363	NA	408.2376931	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3364	NA	418.0743632	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3365	NA	437.2643923	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3366	NA	503.3713258	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3368	NA	269.1476506	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3369	NA	299.2003612	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3370	NA	374.2109138	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3372	NA	406.2950781	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3373	NA	447.2722943	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3374	NA	468.3686565	bile acids	NA	NA	NA	NA	NA	NA	NA	NA
3375	NA	517.2211057	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3376	NA	522.2917268	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3377	NA	550.2461672	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3378	NA	648.3276736	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3379	NA	670.3812954	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3380	NA	676.8385309	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3381	NA	806.4413963	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3382	NA	839.5643828	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3383	NA	1156.552949	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3384	NA	236.1130273	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3385	NA	271.1518978	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3386	NA	316.2597506	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3387	NA	330.2753726	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3388	NA	342.3732118	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3389	NA	433.331026	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3390	NA	437.264422	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3391	NA	439.1648482	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3393	NA	719.3765245	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3395	NA	311.6818682	unknown	C58H100O14	[M + H]+	Steroidal glycosides		Steroidal glycosides	Steroids and steroid derivatives	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Steroidal glycosides; Carboxylic acids; Bile acids, alcohols and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Hydroxy bile acids, alcohols and derivatives; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3396	NA	314.1214267	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3397	NA	368.2177941	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3398	NA	386.3264401	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3399	NA	412.1970705	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3400	NA	415.136703	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3401	NA	423.2239506	amines	NA	NA	NA	NA	NA	NA	NA	NA
3402	NA	435.2485582	unknown	C61H106N6O19	[M + H]+	Oligosaccharides	Oligosaccharides	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Oligosaccharides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; N-acyl-alpha-hexosamines; Polyols; Aminosaccharides; Fatty Acyls; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3403	NA	440.2284382	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3404	NA	455.0737828	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3405	NA	473.2278589	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3406	NA	488.2292063	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3407	NA	506.26117	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3408	NA	516.1173278	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3409	NA	534.1278836	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3410	NA	536.785187	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3411	NA	544.2670424	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3412	NA	588.3042366	unknown	C26H45NO10S2	[M + H]+	Trihydroxy bile acids, alcohols and derivatives	Hydroxy bile acids, alcohols and derivatives	Bile acids, alcohols and derivatives	Steroids and steroid derivatives	Lipids and lipid-like molecules	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Organic sulfuric acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Trihydroxy bile acids, alcohols and derivatives; Sulfonyls; Organosulfonic acids; Sulfuric acid monoesters; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Sulfated steroids; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; 3-hydroxysteroids; Alkanesulfonic acids and derivatives; 7-hydroxysteroids; 12-hydroxysteroids; Alkanesulfonic acids; Sulfuric acid esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3413	NA	614.3879845	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3414	NA	638.1505455	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3415	NA	997.5255061	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3416	NA	1072.563291	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3419	NA	290.1060396	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3420	NA	372.1478141	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3421	NA	372.2495918	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3422	NA	378.2006638	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3423	NA	491.2474459	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3424	NA	507.2613571	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3426	NA	790.4015779	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3427	NA	1011.548043	bile acids	NA	NA	NA	NA	NA	NA	NA	NA
3428	NA	225.1598675	unknown	C17H37N5O5	[M + H]+	Dipeptides	Peptides	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Azoles; Monoalkylamines; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
3429	NA	241.2274855	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3431	NA	349.2651411	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3433	NA	437.2255048	unknown	C51H92N12O13	[M + Na]+	Alpha amino acid esters	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3434	NA	444.2746832	unknown	C40H77NO9	[M + H]+	Glycosyl-N-acylsphingosines	Neutral glycosphingolipids	Glycosphingolipids	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Neutral glycosphingolipids; Simple glycosylceramides; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Glycosphingolipids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Glycosyl-N-acylsphingosines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3435	NA	460.2644032	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3436	NA	472.2512812	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3437	NA	473.3252493	unknown	C43H71N5O5	[M + H]+	Alpha amino acids and derivatives	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3438	NA	543.1704516	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3439	NA	584.1971629	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3440	NA	599.4015856	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3441	NA	627.6712147	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3442	NA	647.2521909	unknown	C50H90N12O13	[M + H]+	Fatty acyl glycosides		Fatty acyl glycosides	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Disaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; N-acyl-alpha-hexosamines; Aminosaccharides; Fatty Acyls; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3443	NA	823.9451406	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3445	NA	338.3054671	fatty acids & other lipids	NA	NA	NA	NA	NA	NA	NA	NA
3446	NA	374.2437727	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3448	NA	417.2710881	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3449	NA	445.2882494	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3450	NA	491.3188849	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3451	NA	491.3364141	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3452	NA	498.2618814	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3453	NA	536.3081645	unknown	C34H68NO8P	[M + Na]+	Phosphatidylethanolamines	Phosphatidylethanolamines	Glycerophosphoethanolamines	Glycerophospholipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3454	NA	537.3795652	glycols	NA	NA	NA	NA	NA	NA	NA	NA
3455	NA	571.7548841	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3456	NA	574.7834469	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3457	NA	579.2780861	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3458	NA	617.3655712	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3459	NA	617.4755	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3460	NA	630.3177817	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3461	NA	700.3518625	unknown	C46H82NO7P	[M + H]+	1-alkyl,2-acylglycero-3-phosphocholines	1-alkyl,2-acylglycero-3-phosphocholines	Glycerophosphocholines	Glycerophospholipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Ethers; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Phosphocholines; Carbonyl compounds; Glycerophosphocholines; Glycerol ethers; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; 1-alkyl,2-acylglycero-3-phosphocholines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3462	NA	769.4457001	unknown	C40H67N3O7	[M + H]+	Alpha amino acids and derivatives	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Tricarboxylic acids and derivatives; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3463	NA	874.4155837	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3464	NA	198.1851745	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3465	NA	251.1028403	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3466	NA	456.1726269	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3467	NA	472.3420363	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3468	NA	491.2788517	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3469	NA	534.3438714	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3470	NA	535.2702134	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3472	NA	219.112938	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3473	NA	242.0117974	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3474	NA	245.1497634	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3475	NA	254.1023503	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3476	NA	269.0996684	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3477	NA	269.1495768	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3478	NA	285.0847734	unknown	C35H63N9O8	[M + K]+	Peptides	Peptides	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3479	NA	292.1522782	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3481	NA	295.1272178	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3482	NA	296.1354965	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3484	NA	315.1955573	fatty acids & other lipids	NA	NA	NA	NA	NA	NA	NA	NA
3485	NA	319.1391581	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3486	NA	325.0854409	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3487	NA	341.9732762	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3488	NA	350.217291	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3489	NA	352.2232439	amines	NA	NA	NA	NA	NA	NA	NA	NA
3490	NA	371.2412086	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3491	NA	373.1477156	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3492	NA	374.2536528	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3493	NA	374.2537032	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3494	NA	376.1757002	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3495	NA	380.0956085	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3496	NA	410.1053178	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3498	NA	446.2060272	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3499	NA	456.7236951	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3500	NA	457.3310517	unknown	NA	NA	NA	NA	NA	NA	NA	NA
