FeatureID	13L.T1	13L.T13	13N.T1	13N.T13	14L.T1	14L.T13	14R.T1	14R.T13	15L.T1	15L.T13	16R.T1	16R.T13	17N.T1	17N.T13	17R.T1	17R.T13	18L.T1	18L.T13	18R.T13	20N.T1	20N.T13
798	181835.0233	764609.6123	687501.5276	567278.7884	604116.9185	1105325.471	381819.3834	442912.2993	486152.4731	720065.9719	290809.2694	522257.8524	677804.4727	695978.8585	1382752.834	447711.6418	414586.4063	438960.1905	501320.9017	696368.9376	511479.1796
799	531191.0865	673523.5833	708720.8535	513395.9399	603463.4642	701800.5659	418112.1286	314154.0773	629977.0895	690572.9801	273622.3609	500106.4076	685992.3193	409221.9887	1276314.462	382230.4529	492918.1429	319722.7047	390227.9535	898338.5643	535429.2554
800	624012.0822	1380595.083	1022482.818	954324.1857	779373.0425	1169487.858	763076.1584	416746.9899	907455.8272	1357271.072	178339.5483	1318273.303	658533.139	363589.7927	1767418.396	737370.6794	699421.795	560490.4116	1057426.893	1028433.39	748762.4059
801	195762.1832	864945.1929	900109.5027	635350.9052	680953.7736	1180848.533	394061.6393	469290.1974	527051.2535	826618.6486	355971.6313	561384.3141	648401.0671	789375.2052	1672250.131	493114.2504	445400.3291	481935.9111	590819.9376	788129.9751	560520.2584
802	44651.69498	174563.8663	2457214.992	629846.202	63954.88227	74937.53344	79446.19241	33887.66852	127110.7803	145626.1283	111294.498	28901.12969	144891.1764	76057.54955	710127.9163	601552.1364	133777.0001	181779.8586	32781.84627	97403.91356	10443.28516
803	7554568.969	297738.9278	11700000	337088.9322	3586725.219	234409.6056	710237.0248	379176.3823	1930174.895	2123800.278	726859.8471	511567.1551	769896.6395	140770.4412	12300000	1150064.564	378997.6935	107054.4644	2706096.509	1399070.461	308024.2114
804	85735.69206	57118.10171	387472.7312	87570.73396	47714.4542	53692.19706	20524.38673	30532.20747	22160.57702	45631.07704	14777.49458	16463.91623	150754.5706	101573.1768	983761.8282	1133755.235	34565.78317	15432.76014	61313.03135	83295.52675	13833.66818
805	49900000	50800000	50900000	5.3e+07	18100000	77600000	19700000	47300000	20300000	38200000	15900000	79600000	22300000	33700000	26800000	25400000	11900000	23600000	29300000	15300000	30300000
806	132395.1427	172805.3696	25195.34188	2359142.31	67018.25568	2936053.056	48476.90747	3492196.402	134952.2426	878772.2041	2068534.184	3077174.781	2371415.176	244332.4479	169942.279	828717.6878	253118.4285	162537.1489	934288.0508	374902.0918	450005.1383
807	6097375.91	8539512.936	6358135.842	5935427.972	4936645.914	6559357.662	4220323.97	3682607.196	6428285.22	4956838.038	2130502.325	5003228.465	5806017.001	4342133.291	11200000	4459793.746	4842050.1	3510793.686	5117280.344	5971486.592	4062754.455
808	1105993.822	4250892.943	2437492.298	1687195.393	1292311.07	1978635.135	1286650.363	314876.8517	1781504.292	1169893.717	314287.0602	1508118.727	1709519.237	1016556.005	4743363.536	1035860.742	1572861.333	1030564.488	2147621.05	1743049.887	1137506.04
809	448936.6323	1090557.859	928975.8084	440033.9892	828365.079	1350846.861	345931.5509	313845.676	706052.2892	592405.4039	193450.3723	407902.1658	2041354.586	1247410.142	4166040.187	528345.713	538988.4637	334249.6382	353521.4899	1798545.535	507702.0862
810	485910.5743	203466.7214	892696.1361	278823.7236	1147900.931	449927.5179	603693.1774	319689.0601	508412.2653	439031.9963	675678.4384	418560.8069	368949.7247	78127.44179	1774853.438	334500.8908	206212.869	147815.168	147276.3468	70901.01871	5029.794423
811	2783444.977	18198.36611	4647531.563	37946.34807	3447947.077	231908.0827	1584006.125	90513.70922	5345132.553	196328.1511	1103302.365	154644.5502	1107270.477	12503.59793	7169645.326	1035614.489	880056.3434	192808.3015	292616.6645	4106291.748	90684.7089
812	8566034.202	1571441.147	15300000	211655.9815	3419721.986	96637.27454	1576502.753	59812.77165	4756240.298	359763.7324	1063176.763	209727.3902	299779.6432	25888.11778	11700000	1012016.526	749919.5753	79479.48101	671903.0823	3490473.829	42988.5529
813	471773.9713	726582.4406	1334957.01	824911.9298	531997.754	609520.0317	656043.2898	597631.3516	433978.4618	614053.2593	287613.296	356548.4057	522227.779	453066.3922	832443.2163	485197.1815	721343.0276	413058.2665	107173.9699	118096.9698	394180.7339
814	4131282.618	10700000	6535651.099	3966578.256	3972880.244	6697526.718	2773651.107	1171159.048	6358585.058	6148731.541	1052338.823	3223521.341	5621846.27	3211193.425	15100000	2585947.443	3216869.04	2501044.749	5834334.069	7456266.146	3181693.265
815	4420260.996	10200000	6689565.466	3368205.676	3607238.878	6354715.483	2580727.995	1281571.439	5389155.304	4984612.513	1157163.281	3305944.226	5445892.038	3537419.538	14100000	2532464.257	2656471.395	2467151.745	4752466.775	6116355.421	2403247.381
816	1877788.296	4272936.97	1752754.008	1935749.977	1789287.509	2446808.17	1379815.98	688667.9712	2130410.758	3073838.71	570164.3524	1574511.345	2551853.956	1889119.458	6148616.184	1159328.62	1694021.831	1222638.929	2385113.754	2408456.759	1183493.605
817	9366.545327	138080.567	22423.20951	1421070.751	106942.5475	1399255.165	191426.831	1961143.656	37518.85423	1583308.157	355654.3801	1648153.848	543334.9695	207401.8316	7972.806396	114367.942	168485.1674	166307.0404	116161.886	101059.8955	72202.66706
818	2435090.364	2435695.668	3058562.18	3137050.948	515527.8198	911993.3923	963068.3312	1724421.861	4073921.67	5575266.695	3281390.102	3548286.469	58852.3393	173855.9237	133303.7385	251294.6619	119833.2227	392839.8786	240047.1146	1480068.112	548374.4287
819	456131.8426	285713.3221	700263.612	206875.9295	427151.7104	366625.7261	1589954.524	142772.8427	6390385.301	60522.31329	491380.2829	127378.2646	389111.2341	257506.1245	668836.8762	235041.9956	322443.327	299629.4309	85896.77504	2213946.203	181186.0673
820	5104400.873	837636.4271	1710853.049	1997610.432	3017938.913	1173444.814	3131604.108	1873785.621	1994415.34	3017161.02	1073150.314	2552216.464	2984786.527	626605.8083	3855627.512	931782.2076	311292.5999	779847.7019	2302052.279	630683.1901	611461.053
821	425093.2759	468122.3838	452016.3337	219596.0095	338450.643	345396.7485	384100.2029	257004.9335	347636.8535	235222.9762	486099.6944	297549.2166	552846.7615	280699.616	357798.1588	467694.3259	270703.6456	224971.0896	384851.6027	394539.5698	343136.1696
822	88042.21781	350424.871	62246.71326	2100429.328	645737.9126	2601906.708	978454.1923	3186135.48	160175.7382	3475232.98	587308.3215	2859551.986	720082.6677	117751.6721	30511.74207	146963.9551	532499.2067	784403.6174	85726.29585	286092.1214	298984.8478
823	130786.8578	1216164.496	283571.1264	4814410.09	1074548.399	5226461.643	1889086.025	6856169.785	518334.289	10700000	2444947.105	7375221.423	1075113.179	844555.4754	58392.53785	628194.857	872336.4231	1484029.594	309996.4834	277299.7343	764262.019
824	1962859.752	3766796.776	2151103.955	1183375.263	1490267.676	1599770.787	1922749.337	1035064.829	1912542.695	1029844.684	3884366.759	1786222.537	4400062.576	1353480.729	2000121.465	2122033.606	1311616.035	984913.0294	3757065.277	1780334.823	1633494.284
825	204225.7067	945240.5145	596802.7376	301534.8314	454005.7948	1045219.554	328831.1282	98139.45556	643400.6517	848599.0892	176789.3908	87384.53105	579141.4154	170097.2846	928546.781	124534.2214	375160.4076	389381.2227	306276.4495	757648.5763	256043.7559
826	1428454.339	323901.2178	1816716.225	62459.35587	1600160.383	304768.4583	3716080.026	1321602.744	5923042.57	981722.2464	1570537.617	1408142.842	269639.7247	19770.07659	2471454.264	181023.8265	881740.0165	526862.2296	38662.19141	3652368.046	175613.0817
827	64542.23691	13837.54952	1542192.199	56438.72777	11100000	58059.60853	293449.5296	47039.8967	6564440.795	119218.5068	4313408.381	48656.98264	790662.4598	97034.91187	1288749.819	442867.4497	484605.8965	220419.8891	65304.93194	1191602.886	89727.97371
828	690746.5604	226021.8965	2085678.272	284505.1751	988412.8026	782382.197	6351042.753	629284.8253	10200000	879631.2765	2503114.442	848525.6359	1626124.037	90824.04636	3256030.274	573269.1014	1824133.692	793261.3058	87635.1536	6987033.816	864901.3157
829	14200000	358568.6978	6233150.132	833192.5246	6351058.161	118491.2784	4746837.562	184006.4461	2451830.426	181040.4304	3655039.079	54395.80698	2702032.718	211234.9409	5177462.393	490056.5122	507970.8645	268946.2351	2706723.284	159119.3437	188274.0275
830	113706.81	471510.9141	393250.7153	216028.0896	299270.831	758172.5244	269725.7971	84216.86511	409803.8413	575284.361	115625.3165	53301.38776	408532.1789	121844.3608	447172.8261	98628.4042	345889.4364	345573.1794	215915.6818	478240.4174	208707.1458
831	5874542.089	1462432.528	2994703.358	659763.7756	2654400.172	245868.7892	1587193.632	125945.6399	2513703.819	525441.4552	1182476.678	215984.9816	333236.9842	84675.4355	92614.62852	149230.4454	612613.3576	317972.5837	570245.7759	1608750.483	197421.4696
832	62642.60279	67609.98085	1165561.19	25111.96454	6665956.748	70281.75	401906.527	13354.57023	3539577.425	49152.98985	1958158.976	41264.00226	719885.1045	53004.56435	948959.6684	486536.3311	453267.2071	197436.3082	19881.92001	595518.8387	57868.502
833	477839.7498	1795394.594	236720.5385	800157.9353	578725.5452	1510906.95	641590.9761	935204.2594	498512.9856	743668.0781	502008.3193	1411163.116	329441.4224	576279.6019	367214.6954	515071.2175	441703.8051	519462.3097	159923.2145	269251.3888	363858.6041
834	787983.6825	349247.3568	158579.1979	148349.2356	677581.0183	187998.311	1027522.817	195599.0793	3932587.014	78130.62948	299437.7774	101121.2096	515847.9746	154454.5068	1165509.865	103603.9166	187600.3668	125798.1463	180923.4797	1336580.129	218169.0735
835	1315171.283	298866.3891	728799.6753	378843.5465	1005156.036	432020.6532	1132957.569	356245.9474	789023.0461	340262.698	518685.1482	345365.3019	1414366.864	563577.915	1469064.822	229538.8458	175123.3952	245752.9529	440840.3882	822687.1233	398205.7485
836	252805.4255	144329.8747	405732.7594	113113.454	298989.195	263137.7502	947389.4879	81239.53578	3753481.129	33851.52461	309678.7994	76027.06856	257023.3523	145746.0881	408273.9212	140743.2089	185242.7632	173345.2033	49755.22672	1207963.595	104210.6128
837	258988.8435	400668.8767	101257.5264	906317.3396	3469095.446	2384583.715	811147.8294	1807520.119	38427.09249	185159.1607	2435211.295	1175103.978	663029.1675	107169.309	15989.61569	134411.8649	792946.9726	416324.3079	189423.8806	1004153.297	141970.7603
838	2619288.826	5688384.832	2737684.224	2784336.327	1135331.484	2396235.794	764698.5173	1135283.763	2534451.618	4656450.689	1839719.704	1942326.893	419055.8389	357164.5397	781838.6042	237723.9259	370100.4652	269105.129	465288.3111	1090197.682	281308.6674
839	109100.1897	257832.2726	201395.6585	564876.4881	483598.3927	3170169.087	313044.1211	273239.4854	152753.3504	386799.9075	8547.792623	1457007.765	146360.0946	28054.18003	46482.22935	291501.2302	178972.1398	331937.7269	182218.0729	95047.95315	269938.2197
840	3034492.868	1923421.022	1850991.227	455860.4616	2213803.273	735032.4504	1774264.02	214075.7397	1323918.531	177970.6923	484015.5803	232002.9765	1481727.934	475921.8905	2150510.279	432434.0758	912215.1385	393646.914	959795.2514	1908113.064	205672.6903
841	483539.9175	80338.22666	139238.4064	137821.0807	520283.3953	283863.2187	1422048.331	233348.7943	686183.6415	138198.9467	210735.0476	151554.723	175177.7021	32214.69206	342708.0045	110275.1998	157195.0201	137989.2853	42276.2825	1141098.854	277780.8181
842	65602.16762	510303.77	272114.5541	1413653.445	452611.5765	2029957.345	636525.8737	615085.4806	25027.31894	249894.7586	701784.4218	245257.823	2464203.014	233343.2035	11809.04536	622935.1404	1433385.605	517172.2148	644269.9103	4632350.594	329730.3393
843	423154.7017	466932.3787	5153032.673	2206483.998	1396633.031	1265798.149	1901020.631	1558851.709	726115.159	372464.3183	1341445.798	251764.5403	240122.1629	198877.4953	443027.9883	216052.4311	270533.6943	70488.7603	70838.61185	151958.7756	181606.8806
844	2443319.78	2992553.783	47600000	1.5e+07	7991836.103	11500000	9977730.301	10700000	6666248.475	4516608.228	1.1e+07	3512014.004	779294.8277	658473.0578	6057251.898	1947231.813	1770883.069	624418.8894	556074.4559	1197367.92	4354816.363
845	777185.1656	232188.5722	183613.2334	147673.2713	313219.816	436201.1797	757615.8955	75690.5256	2783940.558	2163.990121	229104.561	82117.64937	697784.7035	263105.1582	470261.9498	263449.8258	129960.7272	153824.7588	86061.09612	658746.1564	236677.175
846	1266498.61	261323.9291	999562.6902	63338.978	846720.1813	470301.4912	1998514.953	385909.8772	2719471.663	500979.9898	657516.5359	375619.0741	646419.4411	67100.23925	1173930.246	259600.9078	594013.1444	317525.8166	244767.1317	2621544.5	524656.1651
847	336504.1333	72383.28866	374239.9224	136869.4745	625368.3663	1094755.312	2261366.175	392791.1943	1360627.166	197465.6396	420924.1876	465363.4588	190459.5064	57176.75661	393599.6844	324295.5728	632057.3158	326943.2759	37956.27461	1066787.547	300911.0309
848	1376092.936	1841056.756	2482816.096	1171654.302	1850939.07	677841.8369	1661490.691	698902.8928	2628141.713	930583.6703	621961.1191	703439.7505	484863.009	420705.8808	2535094.99	441840.3601	585526.2926	330050.0481	625730.6924	546240.9973	347706.9918
849	239048.3447	533704.1577	874836.3206	447593.5573	531728.6045	1972222.806	645325.9166	1136388.854	36444.68187	653325.1353	390002.2271	847478.1645	171416.179	191576.055	294168.2427	470406.5493	546210.647	431042.2313	175802.0724	373836.3968	279209.2165
850	103143.9284	265014.9003	546782.3569	898707.5951	245125.0183	524675.5622	244769.4436	439103.1855	28555.82997	1125807.531	360465.521	697712.3878	1552683.687	135284.3961	38711.30222	268717.9643	3045759.549	349821.939	76139.94584	5829754.19	340142.1706
851	22617.59771	118323.4654	46190.96504	138062.0201	51105.31999	303965.4266	48666.08367	147547.496	25445.11757	42643.65402	333307.408	80666.76779	491012.0343	81569.78391	11220.6093	267454.34	206167.4604	225153.7479	128094.185	871708.8567	274850.1885
852	34633.58238	10761.40041	29253.69718	35912.07875	232257.3408	196205.8198	1060874.944	124904.5557	893318.8938	5964.069065	404488.4622	206738.956	196850.5707	0	85762.05268	207916.9569	608949.7978	410134.2035	0	905432.015	205860.8177
853	78314.01687	377530.7325	229441.3925	1913547.058	606004.1678	1143802.982	793912.9742	1302947.965	108659.4687	2106338.957	2377177.829	1064975.926	2884416.048	141586.1607	305236.3081	543324.7101	991935.1413	601973.1972	932823.2525	7666488.117	1163273.82
854	1659792.091	1780627.999	4301396.63	1862194.51	4144374.634	2028098.306	3314720.094	1217056.22	4499625.437	2021897.765	1238163.244	801695.6759	814470.5631	395429.6409	4137258.39	306186.4623	761125.6402	163467.8719	631165.6314	1044888.505	630766.316
855	1686452.041	1405940.181	2661453.406	493796.1234	1778232.53	1543948.969	1780457.765	1177910.906	1631112.507	1230542.439	524271.5263	1177693.729	804169.3371	307831.3695	1303504.641	353020.7184	954372.5167	592941.7518	939683.6656	1086683.058	648827.1501
856	449283.3461	94020.08069	281933.5983	130738.4427	819488.1433	488030.2199	884745.7398	246252.2129	1169480.638	76680.09476	372620.3585	295014.8417	397128.6993	39253.928	382016.4767	248271.8467	301584.7019	254545.8284	65069.57939	706408.9795	245276.767
857	2012001.233	2132674.99	3720124.164	1390173.174	6263812.758	2396223.209	2560766.019	1801987.038	4068480.951	1938642.556	491134.9914	407412.8028	543787.5013	440148.4385	9798134.181	401542.4317	886427.9468	239661.4378	293562.1747	575949.301	352985.6433
858	1715139.096	671911.7411	405832.1683	283983.5201	1379989.225	436912.9235	2310896.093	392036.4135	7995340.527	150223.6384	546671.5603	209232.536	1038580.81	327940.61	2412306.723	197848.8704	387603.1701	261325.7893	352557.1869	2859632.581	362101.5755
859	303178.0959	2558951.068	360264.2666	1635313.765	233487.0167	860537.0069	254210.9176	763306.8039	192437.73	1896538.76	49709.03555	387753.9366	153603.6385	393693.2925	134533.8409	252271.7786	464280.4186	458948.6866	482407.4975	526787.7138	747843.8111
860	176485.5103	263814.4476	1889709.117	940769.7837	1327708.476	117954.7927	434894.211	686295.8044	404336.7266	824701.5385	745741.1606	204112.8072	266869.8003	85850.02856	217790.2103	65072.04917	94458.43878	36965.45746	125964.7591	314700.9501	396086.0834
861	24807.75226	28372.93316	249814.7049	3288836.303	107797.7191	100058.0842	209604.3074	1548091.564	5932.367107	31518.68771	1681172.855	61411.62017	5891.37008	1300.836363	0	84553.79979	562388.2829	140805.9524	597.0153479	668701.7108	14838.50487
862	5549029.184	1918407.904	40100000	15900000	19200000	10900000	18200000	13400000	8921852.815	2795521.417	10800000	1940369.488	1888940.036	1454852.723	5976202.407	1543750.542	1621504.991	413756.3222	1002190.912	2283821.157	1259504.818
863	44591.40546	93569.77936	222896.6449	144174.7408	103817.2701	187870.7235	82415.9393	125273.3743	2064.784314	23702.17984	414091.8382	67954.70054	423444.0325	62507.15791	10628.18385	218012.6641	333499.9312	188473.671	72712.80111	929122.8505	239823.7697
864	2585159.646	850604.6423	11500000	2419505.156	4338268.137	1375158.398	3546567.847	1955229.371	5876520.857	2057999.388	943923.3591	508160.8669	349658.7078	219236.8538	6822758.312	181530.9533	545675.615	38754.11871	193130.1476	555885.5841	482281.1193
865	2045223.147	1386615.558	6920655.41	4112426.204	4334294.521	5249981.37	2613313.579	3109671.921	4550356.391	1970892.758	1830725.535	1147066.852	321080.2507	245091.3045	4818249.755	560218.99	1012055.489	163817.0451	227102.8255	483315.1866	1319012.522
866	386640.162	730377.4692	483620.6588	207901.0866	366646.8793	424666.1747	466038.6426	177133.645	496112.0138	149443.0105	515396.1499	318179.1789	748965.9476	269269.8071	517976.2249	446151.2227	306426.5996	250268.2715	461158.0926	433661.2912	338378.5241
867	71676.20635	32989.2309	83786.1656	19317.70458	124284.5681	129138.9052	1179368.577	43856.6242	453582.615	7695.402754	751649.6455	36724.06256	53627.38226	14332.00518	73593.38984	98560.15273	361422.745	154808.2103	10453.68669	772668.0024	52034.75702
868	83248.53545	460516.3139	69080.62202	1351778.051	98211.53809	1673945.497	136102.8002	2665391.581	18377.38097	2857134.91	2512548.108	2057384.713	811821.4567	189968.5681	4288.43456	186896.8629	538473.2519	365252.5787	152874.6775	2231459.564	279084.254
869	49347.91488	30809.84689	50218.62017	72958.38007	64300.83151	186191.4495	48042.22028	132284.2402	0	37489.94769	413168.4673	101645.8701	415734.4595	71351.12271	5400.741805	239120.2847	373869.6194	223734.9075	108565.6433	1152794.678	293057.2777
870	101766.1798	3788.318259	12424.18151	79630.65148	201906.1424	237736.6384	1209513.101	95848.04422	852452.0036	30012.8898	327182.2473	128951.5701	356591.4267	2339.887917	108599.4403	191035.6599	506432.8356	326733.9376	7564.540203	1825118.468	198074.3381
871	259706.8938	84232.42826	71727.88108	58411.84086	296822.0183	96597.50751	645811.5569	113781.2028	1240663.823	22232.16667	116117.5131	55943.6159	331250.2717	96813.83164	331651.2256	72024.9408	130516.4361	120038.3512	84947.57327	488052.6338	173276.1538
872	805737.5196	255351.9904	6083457.227	1043074.493	2028089.543	362028.1121	945768.1358	454658.9839	2123959.62	610992.1242	210286.4648	54906.16172	95332.02	50665.61045	2691609.423	44768.26232	106527.6288	23552.74872	45060.91771	270046.6765	31993.67543
873	3982235.976	1750644.683	33100000	9715115.766	12400000	11800000	1.1e+07	6617387.783	10100000	5171111.145	8681484.145	3039431.066	535120.3384	106414.2398	10200000	914678.0849	1622056.356	142599.4449	131141.5372	1355988.236	1955610.322
874	1714994.864	1270032.722	1144979.84	597524.7046	1689061.792	393519.7215	1165436.997	205821.2956	1376872.473	139450.9787	285287.1291	130155.4877	233778.1569	32305.50196	586055.9506	186726.911	356459.715	280857.1012	28052.00581	738839.2851	125052.5957
875	1478054.87	395662.3492	1172395.781	353526.1373	1097970.207	317191.1045	831706.0388	142337.3154	968703.7599	333307.5591	742979.0287	387661.2503	411187.5859	115779.2844	1379868.882	352697.1438	244223.9086	135181.3277	358770.5236	858127.1137	123781.2027
876	926843.1728	710043.9444	1687944.794	134083.8137	2933524.592	539792.206	1775478.395	261217.736	837922.2858	595043.8001	738511.2774	260341.4316	1173790.172	22401.18738	1187201.917	113584.3863	289090.3306	94259.02204	206399.5596	1206148.176	62905.11718
877	758109.7723	1501582.825	2772832.523	942804.87	2355482.115	2781155.663	1090902.073	1293431.809	1387390.647	1001324.995	1042225.493	914573.9479	348875.7028	266198.3282	1234531.025	268752.3663	421003.9769	282720.2039	421573.4673	780947.5168	446605.1788
878	3801029.753	1605812.446	10900000	4442250.19	2722659.536	276573.4313	2504455.977	535739.4457	2003123.108	91253.00753	1168949.974	41138.45185	33854.76675	3466.512872	517658.7463	171240.5028	576399.7782	172598.1348	4022.732062	676071.1786	36215.48316
879	867681.7634	121633.3403	90517.37259	122419.4097	1019038.062	240190.6591	1783685.838	247183.3001	2362920.214	190757.7615	203299.6652	73665.5346	982647.5168	249970.745	679086.0837	109531.6822	141419.4195	187116.7039	152320.5975	1587591.443	717262.1452
880	319337.1333	56124.4462	1162211.956	698529.7127	906656.0335	385688.375	551536.3524	432881.9289	979149.3148	439609.1765	229986.9018	100773.5752	337555.1096	137613.058	541211.3596	86757.77338	103215.6054	13508.20375	313105.774	582410.0336	198656.0216
881	866744.7099	179797.9763	546647.9312	255119.9718	584519.0584	167817.4829	897144.2112	200185.0555	579661.7132	235911.9313	599665.5521	418538.4155	676713.5409	34581.3522	283196.3068	318695.861	102177.1385	61835.58522	320232.3965	1077177.397	173608.1042
882	724706.0204	997983.4757	337660.0466	222372.1412	472010.4466	14299.94798	157904.3655	998.2852059	242899.0178	4104.06326	111744.507	0	3773.789722	2056.081659	68184.34285	12748.15485	59494.23715	22016.55244	3012.592736	89178.12737	1703.698056
883	57103.29351	1074475.651	214900.3707	1988468.8	182395.2141	1823684.263	216274.7608	1015987.522	2799.829954	1773334.016	2445725.902	176641.2964	4121931.678	711737.0645	46097.31697	151313.7626	421368.5524	269259.6237	1344359.828	6319935.806	419938.155
884	599591.7302	674665.4337	655068.8088	832937.6575	543414.5328	2110450.818	898785.785	790398.0058	104992.0537	356146.5662	277607.1973	2756108.801	662613.5966	25650.26591	152382.9426	440722.5689	303574.2368	305153.332	140397.6826	594154.1618	106483.9544
885	4901238.85	12800000	9689857.399	4574357.749	5325506.267	7927999.954	4490330.682	4730070.599	7889237.619	11200000	4388060.835	1.1e+07	4571151.694	2273195.702	17400000	4993883.557	4815149.832	3463421.076	8759113.821	8749799.538	2153733.137
886	267744.9166	274617.4965	2343488.456	519130.8815	331881.7791	414073.9055	592008.6604	639984.7938	577345.5108	622200.5075	250659.6703	934280.8361	565713.6157	125837.8167	324919.1666	322809.9051	300374.1468	269669.1267	104286.119	366627.4037	330725.2553
887	1570145.53	190265.2419	585179.3738	352064.8678	2800003.184	355692.3298	2006475.079	117211.69	2653386.457	50461.49789	227786.1874	217691.0998	1822968.979	133247.5958	1280477.492	319291.0813	462767.5504	295157.0927	734641.9063	2296057.421	440753.8205
888	2878647.233	4936689.392	3704449.24	400105.7632	2651430.697	3720678.394	715877.2672	328762.1798	3461555.818	1920722.146	140584.678	3248613.506	1351574.484	519122.3847	6069945.383	511914.2182	627894.6792	234282.9219	1034336.499	3380622.3	595514.351
889	228007.5415	2566711.967	2170598.239	644868.9684	265508.2252	1891025.969	157067.8494	177818.752	1669556.309	426109.1062	133041.0486	1294767.207	1383588.285	84045.638	2852233.578	134857.4059	102681.7336	618471.7784	966806.0178	1683909.364	356617.6422
890	945.0771659	0	687.8667821	43942.74876	5111.819577	194230.0807	321241.5051	55437.64282	1769.120822	1754.920418	89767.5386	86490.36301	317394.0581	4185.063025	0	126042.3814	1300858.452	200962.2179	5161.29305	1308850.434	32762.77495
891	2311936.877	990696.9296	1516695.447	794478.6254	2528702.557	505483.517	1120722.05	225832.6758	1895870.565	86189.67931	456590.1088	77291.28847	254781.4901	30179.16071	1717972.094	280979.0929	412059.2615	295117.0466	7069.466831	877247.906	49403.2712
892	764001.4622	85220.57352	536350.8058	1563695.13	1294301.159	369401.795	1781319.889	932905.5054	1354368.585	70783.3855	1231794.216	127691.4185	17453.94857	1800.22814	95406.76654	158417.4822	385150.0418	215153.8504	0	709858.6131	34960.43008
893	0	0	0	2033.047066	3851.857261	156946.3665	592008.7756	22106.22883	175537.7844	0	17514.95859	48703.7718	94392.58139	1088.740338	0	11338.52591	542246.0297	338857.3069	0	696028.3943	54356.31328
894	1571174.793	101808.9514	58900000	4862641.857	8256436.448	4969925.2	7148049.619	2390733.836	8570905.516	1229318.538	3027024.028	504010.5123	19216.78751	5642.074927	6203440.235	209684.2924	383383.1316	16172.91736	0	111640.1505	271800.7762
895	1487508.504	283960.8933	8.9e+07	11800000	8946230.274	7525838.284	9945632.514	9572152.964	8695886.441	1188526.79	7597472.491	469017.1349	26870.23405	8673.341345	5789411.689	262434.6961	386441.2815	10062.1295	2697.339895	100563.114	614757.3538
896	3035367.455	420973.6003	87400000	12300000	15900000	11400000	8570947.141	7703811.343	14800000	2756297.687	4407319.229	905574.0867	91861.09326	7625.673193	11300000	506361.3706	767879.1487	27309.16558	0	251249.7974	794449.2343
897	528380.623	386589.8475	314470.3087	708514.13	501511.518	1080447.664	241920.22	731207.757	602855.1311	1886259.432	341606.3868	775642.925	211511.863	302420.7317	176793.614	323731.6566	138063.1269	216151.0683	591102.5255	700014.5864	473600.5402
898	4132.646204	1671.275113	7955.545223	50468.29409	8169.735659	29115.10329	18540.63307	59957.78756	28170.57052	69184.78968	88354.015	44792.61552	14883.81622	13016.74115	312.768595	9162.070593	90697.8938	45486.67298	49530.32825	15572.49244	44970.39173
899	92530.13791	16370.07118	113452.7739	67817.42825	77995.54137	5463.301576	91062.72217	46423.71027	152524.4892	48797.59772	234164.0158	21716.84771	66633.33086	41383.62032	17332.23655	39164.37007	79228.59918	66214.11818	42424.03642	111122.3055	63500.93942
900	20894.97455	20093.39952	7352.109329	7253.834475	24561.36352	12171.36027	11847.73135	8805.465037	9467.026918	20831.21858	18023.21079	15209.1058	12045.47311	9686.558457	13325.73343	6732.915303	7753.552458	8844.132306	11329.44548	5082.678971	7587.268592
901	342635.2899	185412.3706	258040.4494	1496917.27	144376.2982	484908.5181	397599.2943	1740498.586	130290.9037	3845235.977	558210.8796	2320515.808	1253018.333	1185393.473	23146.65227	269018.2214	1225486.291	601351.487	436357.3167	529539.8442	424068.0955
902	283838.0658	203220.3217	93641.82486	64218.70316	61606.29851	46996.09785	83175.19446	30480.9569	116652.3461	75022.06341	59005.30662	60580.84307	34127.17428	25064.28158	77800.0756	15847.59003	35902.13718	5800.530635	23621.08455	86689.04278	22726.54619
903	0	2126.036847	4091.639969	3050.196433	10655.80113	0	0	0	8388.28979	2444.516899	12813.54891	0	6365.710925	970.8487933	0	2924.196586	6863.762597	3036.738807	2366.390887	3123.141607	3403.380357
904	53696.49041	42320.31456	48291.023	235031.496	21306.21368	45255.30547	27577.92735	85804.54026	42466.90957	227276.3442	82041.82714	394759.4144	25357.68735	8882.640463	2601.098032	41391.09011	26101.66176	40916.09412	4116.569022	33999.28029	22564.60883
905	1050881.427	270006.7834	353652.284	177047.3692	327103.8982	53383.61645	200336.4849	70403.26896	564674.1079	222821.525	184564.0107	117263.9911	374164.7415	139291.0521	435851.0323	94736.84215	139825.4992	76641.2658	187516.278	662618.5616	64172.37103
906	91900.56124	28169.01676	25656.51112	35323.7014	48936.39216	37379.4118	42900.59628	23394.68172	84155.1713	55776.44761	64479.52691	49929.68909	36024.49479	12615.00372	37791.60544	19087.19485	18552.5182	16983.40917	38104.45619	55152.28925	4405.257589
907	1716107.078	568058.4738	884306.7293	246870.7391	418269.498	281615.8597	420805.3962	117496.8023	862104.3526	358399.85	391958.1953	220715.8028	493923.0487	191175.3813	968382.8239	167386.738	293609.7949	151286.5271	307049.873	796694.5626	136026.4309
